filename,cell_line,time_h,isotropy,low_freq_frac,high_freq_frac,azimuthal_std
A172_Phase_A7_2_01d00h00m_3,A172,24.0,1.0,0.02603373344349623,0.1970775916007413,0.0
A172_Phase_A7_2_01d00h00m_4,A172,24.0,1.0,0.02723185311764697,0.2037108395117239,0.0
A172_Phase_A7_2_01d04h00m_1,A172,28.0,1.0,0.01654608608587916,0.2403529438271245,0.0
A172_Phase_A7_2_01d04h00m_2,A172,28.0,1.0,0.028483452714052972,0.220202461263558,0.0
A172_Phase_A7_2_01d04h00m_3,A172,28.0,1.0,0.023041709131878307,0.22064351546592237,0.0
A172_Phase_A7_2_01d04h00m_4,A172,28.0,1.0,0.03549353554430318,0.2095288979092599,0.0
A172_Phase_A7_2_01d08h00m_1,A172,32.0,1.0,0.030934941905939387,0.18051631042735466,0.0
A172_Phase_A7_2_01d08h00m_2,A172,32.0,1.0,0.023516553790182023,0.18712218475034678,0.0
A172_Phase_A7_2_01d08h00m_3,A172,32.0,1.0,0.02390830027383634,0.23640059146358486,0.0
A172_Phase_A7_2_01d08h00m_4,A172,32.0,1.0,0.026219484497123528,0.18522742771937828,0.0
A172_Phase_A7_2_01d12h00m_1,A172,36.0,1.0,0.01747124889965721,0.22612204679960513,0.0
A172_Phase_A7_2_01d12h00m_2,A172,36.0,1.0,0.02811248174758648,0.199833970186848,0.0
A172_Phase_A7_2_01d12h00m_3,A172,36.0,1.0,0.02522857773363815,0.20061330396807348,0.0
A172_Phase_A7_2_01d12h00m_4,A172,36.0,1.0,0.02922357365191485,0.20690696326134164,0.0
A172_Phase_A7_2_01d16h00m_1,A172,40.0,1.0,0.017937876114895442,0.22631924384655328,0.0
A172_Phase_A7_2_01d16h00m_2,A172,40.0,1.0,0.02233191135385477,0.2059455157770847,0.0
A172_Phase_A7_2_01d16h00m_3,A172,40.0,1.0,0.019524053560897585,0.2115139065771237,0.0
A172_Phase_A7_2_01d16h00m_4,A172,40.0,1.0,0.03388955259644866,0.22845261378729434,0.0
A172_Phase_A7_2_01d20h00m_1,A172,44.0,1.0,0.028325166104312044,0.19731927158780682,0.0
A172_Phase_A7_2_01d20h00m_2,A172,44.0,1.0,0.026233372542646845,0.22155150708050553,0.0
A172_Phase_A7_2_01d20h00m_3,A172,44.0,1.0,0.02656215421959568,0.20875525633417288,0.0
A172_Phase_A7_2_01d20h00m_4,A172,44.0,1.0,0.02397226520057885,0.216005702393082,0.0
A172_Phase_A7_2_02d00h00m_1,A172,48.0,1.0,0.014687221416263318,0.22695786635584428,0.0
A172_Phase_A7_2_02d00h00m_2,A172,48.0,1.0,0.017795743618642678,0.2119192680354684,0.0
A172_Phase_A7_2_02d00h00m_3,A172,48.0,1.0,0.02100431803676086,0.22531484868627413,0.0
A172_Phase_A7_2_02d00h00m_4,A172,48.0,1.0,0.02957965804495561,0.19422221031139592,0.0
A172_Phase_A7_2_02d04h00m_1,A172,52.0,1.0,0.03341922021792778,0.21068180255309785,0.0
A172_Phase_A7_2_02d04h00m_2,A172,52.0,1.0,0.03178500448521731,0.21377456095266126,0.0
A172_Phase_A7_2_02d04h00m_3,A172,52.0,1.0,0.01999384822469691,0.2196310344430201,0.0
A172_Phase_A7_2_02d04h00m_4,A172,52.0,1.0,0.016157894308923944,0.23563937731732607,0.0
A172_Phase_A7_2_02d08h00m_1,A172,56.0,1.0,0.03222804420873983,0.20178959761695167,0.0
A172_Phase_A7_2_02d08h00m_2,A172,56.0,1.0,0.019379192426769186,0.2231378214642396,0.0
A172_Phase_A7_2_02d08h00m_3,A172,56.0,1.0,0.01896811235661869,0.22200357919527586,0.0
A172_Phase_A7_2_02d08h00m_4,A172,56.0,1.0,0.013575048863253367,0.18776383122541188,0.0
A172_Phase_A7_2_02d12h00m_1,A172,60.0,1.0,0.025732059603138912,0.2057128746734587,0.0
A172_Phase_A7_2_02d12h00m_2,A172,60.0,1.0,0.016215815461360174,0.2171693403985787,0.0
A172_Phase_A7_2_02d12h00m_3,A172,60.0,1.0,0.018702182099441893,0.23304242755692034,0.0
A172_Phase_A7_2_02d12h00m_4,A172,60.0,1.0,0.013559962470287058,0.22486754017198732,0.0
A172_Phase_A7_2_02d16h00m_1,A172,64.0,1.0,0.029145994544363656,0.24677658237512212,0.0
A172_Phase_A7_2_02d16h00m_2,A172,64.0,1.0,0.0116077409440338,0.2141086352698994,0.0
A172_Phase_A7_2_02d16h00m_3,A172,64.0,1.0,0.024021623513321086,0.23182792532802876,0.0
A172_Phase_A7_2_02d16h00m_4,A172,64.0,1.0,0.011781374196849192,0.23287926217444072,0.0
A172_Phase_A7_2_02d20h00m_1,A172,68.0,1.0,0.013130729092940444,0.24396855192187064,0.0
A172_Phase_A7_2_02d20h00m_2,A172,68.0,1.0,0.014093978823524148,0.21866931523197253,0.0
A172_Phase_A7_2_02d20h00m_3,A172,68.0,1.0,0.008803737976529993,0.2214821976395156,0.0
A172_Phase_A7_2_02d20h00m_4,A172,68.0,1.0,0.013185373696506988,0.21771267342110953,0.0
A172_Phase_A7_2_03d00h00m_1,A172,72.0,1.0,0.018038186531443977,0.23196331127047712,0.0
A172_Phase_A7_2_03d00h00m_2,A172,72.0,1.0,0.01635267805919086,0.2313707208893336,0.0
A172_Phase_A7_2_03d00h00m_3,A172,72.0,1.0,0.014018540300462951,0.22789308721821572,0.0
A172_Phase_A7_2_03d00h00m_4,A172,72.0,1.0,0.02078311923266885,0.23061617292606976,0.0
A172_Phase_B7_1_00d00h00m_1,A172,0.0,1.0,0.02873850523831192,0.14017938453484735,0.0
A172_Phase_B7_1_00d00h00m_2,A172,0.0,1.0,0.017123112068192847,0.14961042229209598,0.0
A172_Phase_B7_1_00d00h00m_3,A172,0.0,1.0,0.016429500540347274,0.14614369525461893,0.0
A172_Phase_B7_1_00d00h00m_4,A172,0.0,1.0,0.018433696282926213,0.16935055628805382,0.0
A172_Phase_B7_1_00d04h00m_1,A172,4.0,1.0,0.02372788955482163,0.1669886717588563,0.0
A172_Phase_B7_1_00d04h00m_2,A172,4.0,1.0,0.07272974690549663,0.1602838263755946,0.0
A172_Phase_B7_1_00d04h00m_3,A172,4.0,1.0,0.03010093697719601,0.16074784931433672,0.0
A172_Phase_B7_1_00d04h00m_4,A172,4.0,1.0,0.023930773726649854,0.17245102907461668,0.0
A172_Phase_B7_1_00d08h00m_1,A172,8.0,1.0,0.017840195110342242,0.17922196541875984,0.0
A172_Phase_B7_1_00d08h00m_2,A172,8.0,1.0,0.03130740253323555,0.1942738018269135,0.0
A172_Phase_B7_1_00d08h00m_3,A172,8.0,1.0,0.030651740671839525,0.18900764664936504,0.0
A172_Phase_B7_1_00d08h00m_4,A172,8.0,1.0,0.022935808132107747,0.21063134660161134,0.0
A172_Phase_B7_1_00d12h00m_1,A172,12.0,1.0,0.020183853377533034,0.2267798328384142,0.0
A172_Phase_B7_1_00d12h00m_2,A172,12.0,1.0,0.040829763677485136,0.21439167345962754,0.0
A172_Phase_B7_1_00d12h00m_3,A172,12.0,1.0,0.030867943653120088,0.17561504341890052,0.0
A172_Phase_B7_1_00d12h00m_4,A172,12.0,1.0,0.02375519782881403,0.23468208519049089,0.0
A172_Phase_B7_1_00d16h00m_1,A172,16.0,1.0,0.029273273750196463,0.2203358423664063,0.0
A172_Phase_B7_1_00d16h00m_2,A172,16.0,1.0,0.03786730492455117,0.21523140759316683,0.0
A172_Phase_B7_1_00d16h00m_3,A172,16.0,1.0,0.017381686211776288,0.1679518896018506,0.0
A172_Phase_B7_1_00d16h00m_4,A172,16.0,1.0,0.02692557440405276,0.23799895959454784,0.0
A172_Phase_B7_1_00d20h00m_1,A172,20.0,1.0,0.0193384688194192,0.2559341016349711,0.0
A172_Phase_B7_1_00d20h00m_2,A172,20.0,1.0,0.04164259096988478,0.22721450133906587,0.0
A172_Phase_B7_1_00d20h00m_3,A172,20.0,1.0,0.024896635673126142,0.21995830851049142,0.0
A172_Phase_B7_1_00d20h00m_4,A172,20.0,1.0,0.0438145648340264,0.21887768920246312,0.0
A172_Phase_B7_1_01d00h00m_1,A172,24.0,1.0,0.023698961962325366,0.1937719749660683,0.0
A172_Phase_B7_1_01d00h00m_2,A172,24.0,1.0,0.03788440530960423,0.19879153340239222,0.0
A172_Phase_B7_1_01d00h00m_3,A172,24.0,1.0,0.019005251071843157,0.21074242583257194,0.0
A172_Phase_B7_1_01d00h00m_4,A172,24.0,1.0,0.03569241850217508,0.2153677350538701,0.0
A172_Phase_B7_1_01d04h00m_1,A172,28.0,1.0,0.019818479257655307,0.2214231980070821,0.0
A172_Phase_B7_1_01d04h00m_2,A172,28.0,1.0,0.02547570921883038,0.2134106609541694,0.0
A172_Phase_B7_1_01d04h00m_3,A172,28.0,1.0,0.021402673258703032,0.1907756885754435,0.0
A172_Phase_B7_1_01d04h00m_4,A172,28.0,1.0,0.03189474257427633,0.1777263544163276,0.0
A172_Phase_B7_1_01d08h00m_1,A172,32.0,1.0,0.029830662599527238,0.20238886353273344,0.0
A172_Phase_B7_1_01d08h00m_2,A172,32.0,1.0,0.03270196034678569,0.2123058113647108,0.0
A172_Phase_B7_1_01d08h00m_3,A172,32.0,1.0,0.013031419721668349,0.21511107361627668,0.0
A172_Phase_B7_1_01d08h00m_4,A172,32.0,1.0,0.04727916085543595,0.21510486236045573,0.0
A172_Phase_B7_1_01d12h00m_1,A172,36.0,1.0,0.031198315697294397,0.20518969345420526,0.0
A172_Phase_B7_1_01d12h00m_2,A172,36.0,1.0,0.0259253935370256,0.20757463330323678,0.0
A172_Phase_B7_1_01d12h00m_3,A172,36.0,1.0,0.02804542817270642,0.2062829109930726,0.0
A172_Phase_B7_1_01d12h00m_4,A172,36.0,1.0,0.028640722921016836,0.23514071211627893,0.0
A172_Phase_B7_1_01d16h00m_1,A172,40.0,1.0,0.01866276920307323,0.2015990362462547,0.0
A172_Phase_B7_1_01d16h00m_2,A172,40.0,1.0,0.04045649256348296,0.19867034773056252,0.0
A172_Phase_B7_1_01d16h00m_3,A172,40.0,1.0,0.02338884719625241,0.21190426552227293,0.0
A172_Phase_B7_1_01d16h00m_4,A172,40.0,1.0,0.02058277674856215,0.21371894923465912,0.0
A172_Phase_B7_1_01d20h00m_1,A172,44.0,1.0,0.021490968932232506,0.21496376062876613,0.0
A172_Phase_B7_1_01d20h00m_2,A172,44.0,1.0,0.03282603136262929,0.20777202292081903,0.0
A172_Phase_B7_1_01d20h00m_3,A172,44.0,1.0,0.05577978661664875,0.19087859356392542,0.0
A172_Phase_B7_1_01d20h00m_4,A172,44.0,1.0,0.025240431756051503,0.24466135335364228,0.0
A172_Phase_B7_1_02d00h00m_1,A172,48.0,1.0,0.019347710505409295,0.2286242390954428,0.0
A172_Phase_B7_1_02d00h00m_2,A172,48.0,1.0,0.02319632850614669,0.2181933319738533,0.0
A172_Phase_B7_1_02d00h00m_3,A172,48.0,1.0,0.033928132782477784,0.1950955493038401,0.0
A172_Phase_B7_1_02d00h00m_4,A172,48.0,1.0,0.022588837884198097,0.25285585500215446,0.0
A172_Phase_B7_1_02d04h00m_1,A172,52.0,1.0,0.019638055419389858,0.1852949258298053,0.0
A172_Phase_B7_1_02d04h00m_2,A172,52.0,1.0,0.03404496284386638,0.23203324451614765,0.0
A172_Phase_B7_1_02d04h00m_3,A172,52.0,1.0,0.04073976915575629,0.19572457146608258,0.0
A172_Phase_B7_1_02d04h00m_4,A172,52.0,1.0,0.025749390760517916,0.26510920265511706,0.0
A172_Phase_B7_1_02d08h00m_1,A172,56.0,1.0,0.030894080906649822,0.1999975248418385,0.0
A172_Phase_B7_1_02d08h00m_2,A172,56.0,1.0,0.019388016689786177,0.2338769325234883,0.0
A172_Phase_B7_1_02d08h00m_3,A172,56.0,1.0,0.016825921012099575,0.2259288162927795,0.0
A172_Phase_B7_1_02d08h00m_4,A172,56.0,1.0,0.021376608110951205,0.2581230834875651,0.0
A172_Phase_B7_1_02d12h00m_1,A172,60.0,1.0,0.020270842248755437,0.20548582789332942,0.0
A172_Phase_B7_1_02d12h00m_2,A172,60.0,1.0,0.028042276252303985,0.2355627013600963,0.0
A172_Phase_B7_1_02d12h00m_3,A172,60.0,1.0,0.019484218766838812,0.2631554864271785,0.0
A172_Phase_B7_1_02d12h00m_4,A172,60.0,1.0,0.017443730257905778,0.2490141940005655,0.0
A172_Phase_B7_1_02d16h00m_1,A172,64.0,1.0,0.014745988821467102,0.22315796693257872,0.0
A172_Phase_B7_1_02d16h00m_2,A172,64.0,1.0,0.027140361963113237,0.2334359877478452,0.0
A172_Phase_B7_1_02d16h00m_3,A172,64.0,1.0,0.02782241848803584,0.23626144971885965,0.0
A172_Phase_B7_1_02d16h00m_4,A172,64.0,1.0,0.023514352527156838,0.259914921933535,0.0
A172_Phase_B7_1_02d20h00m_1,A172,68.0,1.0,0.02113774121576414,0.19608409263104706,0.0
A172_Phase_B7_1_02d20h00m_2,A172,68.0,1.0,0.021155238365280753,0.24369692391527384,0.0
A172_Phase_B7_1_02d20h00m_3,A172,68.0,1.0,0.012712388611769605,0.26415553056374697,0.0
A172_Phase_B7_1_02d20h00m_4,A172,68.0,1.0,0.0226893139931391,0.24195756944292615,0.0
A172_Phase_B7_1_03d00h00m_1,A172,72.0,1.0,0.011555081041563385,0.21277217040479562,0.0
A172_Phase_B7_1_03d00h00m_2,A172,72.0,1.0,0.01510479279246233,0.22292363005407492,0.0
A172_Phase_B7_1_03d00h00m_3,A172,72.0,1.0,0.01485691128407701,0.21841092699706258,0.0
A172_Phase_B7_1_03d00h00m_4,A172,72.0,1.0,0.02607585207098646,0.24976297990124666,0.0
A172_Phase_B7_2_00d00h00m_1,A172,0.0,1.0,0.01529711063552316,0.1303402654500242,0.0
A172_Phase_B7_2_00d00h00m_2,A172,0.0,1.0,0.016580452623745735,0.12405799006659557,0.0
A172_Phase_B7_2_00d00h00m_3,A172,0.0,1.0,0.03346264544162964,0.14156784579391832,0.0
A172_Phase_B7_2_00d00h00m_4,A172,0.0,1.0,0.022160134996893337,0.12686685532922942,0.0
A172_Phase_B7_2_00d04h00m_1,A172,4.0,1.0,0.027028821127813504,0.15138436696895574,0.0
A172_Phase_B7_2_00d04h00m_2,A172,4.0,1.0,0.038456429806830374,0.14849504376831982,0.0
A172_Phase_B7_2_00d04h00m_3,A172,4.0,1.0,0.02726082256352613,0.1590166827309847,0.0
A172_Phase_B7_2_00d04h00m_4,A172,4.0,1.0,0.02016051930556731,0.1552673496325696,0.0
A172_Phase_B7_2_00d08h00m_1,A172,8.0,1.0,0.034938344651438115,0.16990576739164792,0.0
A172_Phase_B7_2_00d08h00m_2,A172,8.0,1.0,0.028327218731229002,0.1783200771366317,0.0
A172_Phase_B7_2_00d08h00m_3,A172,8.0,1.0,0.031858986648234416,0.19768929351253442,0.0
A172_Phase_B7_2_00d08h00m_4,A172,8.0,1.0,0.0216528511310564,0.1819132703423858,0.0
A172_Phase_B7_2_00d12h00m_1,A172,12.0,1.0,0.030542087549989494,0.22173293932093155,0.0
A172_Phase_B7_2_00d12h00m_2,A172,12.0,1.0,0.02261266579248181,0.2095099310765424,0.0
A172_Phase_B7_2_00d12h00m_3,A172,12.0,1.0,0.032208060915676524,0.20206457788687054,0.0
A172_Phase_B7_2_00d12h00m_4,A172,12.0,1.0,0.025936220249688228,0.20060711636074102,0.0
A172_Phase_B7_2_00d16h00m_1,A172,16.0,1.0,0.02979692647260889,0.2226853507663183,0.0
A172_Phase_B7_2_00d16h00m_2,A172,16.0,1.0,0.022279666471070464,0.1892935655208216,0.0
A172_Phase_B7_2_00d16h00m_3,A172,16.0,1.0,0.04689089121809986,0.23733169148585734,0.0
A172_Phase_B7_2_00d16h00m_4,A172,16.0,1.0,0.03935448321205613,0.22947523828789132,0.0
A172_Phase_B7_2_00d20h00m_1,A172,20.0,1.0,0.03817139411414946,0.24185976241457444,0.0
A172_Phase_B7_2_00d20h00m_2,A172,20.0,1.0,0.027478748095457,0.21719710884834356,0.0
A172_Phase_B7_2_00d20h00m_3,A172,20.0,1.0,0.031536083500653116,0.2150312231573486,0.0
A172_Phase_B7_2_00d20h00m_4,A172,20.0,1.0,0.025177441182791735,0.23570744923747472,0.0
A172_Phase_B7_2_01d00h00m_1,A172,24.0,1.0,0.04547896092063292,0.22844446609684108,0.0
A172_Phase_B7_2_01d00h00m_2,A172,24.0,1.0,0.040102901840026434,0.18342173568440148,0.0
A172_Phase_B7_2_01d00h00m_3,A172,24.0,1.0,0.02855655934407999,0.20464782875966647,0.0
A172_Phase_B7_2_01d00h00m_4,A172,24.0,1.0,0.03860769239626331,0.2070584688161343,0.0
A172_Phase_B7_2_01d04h00m_1,A172,28.0,1.0,0.026606286389634085,0.20658484973232147,0.0
