centroid,bandwidth,skewness,kurtosis,total_power,low_power,mid_power,high_power,filename,cell_line,cell_count,mean_area
130.5778703157086,70.88054159197227,0.18705461623326328,1.794224589650354,12.077443553104056,0.22363947862500633,0.5303298565066963,0.2460306648682973,A172_Phase_A7_1_00d08h00m_4,A172,-1,-1.0
137.98714165583877,64.22762487328451,0.17700195981505853,2.1456421491329416,11.959096909692057,0.12155344500172005,0.6413706608103972,0.23707589418788289,A172_Phase_A7_1_00d12h00m_1,A172,-1,-1.0
136.5585324615206,68.3528670400262,0.07338091153146305,1.8222963137485177,11.973786788122164,0.16952014568281576,0.5765862647009475,0.25389358961623676,A172_Phase_A7_1_00d12h00m_2,A172,-1,-1.0
131.88472500565936,67.71246122542405,0.188329681054497,1.8747843161254156,11.994711461548665,0.20777639645954055,0.5613310178327435,0.23089258570771573,A172_Phase_A7_1_00d12h00m_3,A172,101,1163.0018638614472
136.44161437535948,67.5476342110473,0.14182655118855306,1.8571475629888488,12.103194877344897,0.1653867770589948,0.5863073238465949,0.2483058990944104,A172_Phase_A7_1_00d12h00m_4,A172,-1,-1.0
141.29713346692148,67.43525996939695,-0.0025330252719498,1.8596114302174775,11.833899408904704,0.15660679074971778,0.5668659486106934,0.2765272606395889,A172_Phase_A7_1_00d16h00m_1,A172,-1,-1.0
133.17078029671055,65.7854529918938,0.0779915597866825,2.160329463867037,12.129121972347544,0.15864659060994551,0.6282704594933983,0.21308294989665602,A172_Phase_A7_1_00d16h00m_2,A172,-1,-1.0
136.74990781980608,69.14058088105729,0.06039790575859364,1.8144262007279741,11.953209645943835,0.19863014884970293,0.5494118723803554,0.25195797876994175,A172_Phase_A7_1_00d16h00m_3,A172,-1,-1.0
139.8827723575807,68.01132977304567,0.03269319454284444,1.7867897427003008,12.129962398224526,0.1618042160271887,0.5665879373640655,0.2716078466087459,A172_Phase_A7_1_00d16h00m_4,A172,-1,-1.0
138.91398752848633,68.46926924225075,0.057878678157223556,1.8908577091294951,11.880194167367618,0.15771975816997158,0.5769979553381752,0.26528228649185315,A172_Phase_A7_1_00d20h00m_1,A172,102,1171.3362632353394
139.81957777923708,69.61856422847139,-0.011332613418911121,1.8098207384706355,12.000617048066834,0.18313499983365097,0.5407997077846637,0.2760652923816854,A172_Phase_A7_1_00d20h00m_2,A172,-1,-1.0
137.009665450159,68.98356547083633,0.06795983794874212,1.8771187190046197,12.025544230347327,0.18981686916843282,0.5605723822437635,0.24961074858780347,A172_Phase_A7_1_00d20h00m_3,A172,-1,-1.0
137.26534066384542,67.41517116480756,0.11276898642665269,1.9174669996617728,12.092895216619787,0.1486491904369461,0.5994972992276366,0.25185351033541714,A172_Phase_A7_1_00d20h00m_4,A172,-1,-1.0
139.05573949337258,68.56184797505385,0.004007205387763988,1.9030651728740224,11.91307065553783,0.16769975634055373,0.5708642750983134,0.26143596856113316,A172_Phase_A7_1_01d00h00m_1,A172,132,938.8364329545514
137.79214810003435,69.50482400976556,0.04253140589517773,1.8828769647853052,12.159699444042559,0.17375494052197288,0.566809690650106,0.25943536882792106,A172_Phase_A7_1_01d00h00m_2,A172,-1,-1.0
139.48332123788123,67.56476809402669,0.025713162225962233,1.9088949253366483,12.093539223644674,0.1650918387295825,0.5794931496126687,0.2554150116577487,A172_Phase_A7_1_01d00h00m_3,A172,-1,-1.0
138.81602550588408,67.85216525744937,0.04890454178776254,1.9730790031214909,12.171272050431908,0.14650433481167138,0.5935233956891086,0.25997226949922003,A172_Phase_A7_1_01d00h00m_4,A172,-1,-1.0
136.16496464171342,66.54699959065822,0.11776590576630623,1.8912233236356935,11.943197793112768,0.17223203038179768,0.5843063650926154,0.24346160452558668,A172_Phase_A7_1_01d04h00m_1,A172,161,868.1967565217442
140.8508473737773,70.12604103786195,-0.00011785743774170476,1.8519199672195668,12.16810731875813,0.16740332863079335,0.5511207612585102,0.28147591011069667,A172_Phase_A7_1_01d04h00m_2,A172,-1,-1.0
134.12996057941214,68.11054228900643,0.06370196178884097,1.9218673246812852,12.105558139773066,0.19724277688325165,0.574443507654726,0.22831371546202223,A172_Phase_A7_1_01d04h00m_3,A172,-1,-1.0
136.36388529342162,67.8962851872883,0.15842966708447903,1.8763571400802372,12.12298456543546,0.16327808125292356,0.5868484513268952,0.24987346742018132,A172_Phase_A7_1_01d04h00m_4,A172,-1,-1.0
127.30267723032716,69.33003626611632,0.08816803748599197,2.0716058695132378,12.075199220847688,0.19433391833349165,0.5977319259115056,0.20793415575500265,A172_Phase_A7_1_01d08h00m_1,A172,131,1267.3226969465773
140.90638317939334,68.2396527803208,-0.02892500744778536,1.9299227231793732,12.174639203786157,0.15392567257100628,0.5812044558418775,0.26486987158711645,A172_Phase_A7_1_01d08h00m_2,A172,-1,-1.0
145.96682329934055,66.60898844871747,-0.11332297167136661,1.94108935421637,12.210147834792274,0.15018246095518087,0.5702452495867032,0.27957228945811585,A172_Phase_A7_1_01d08h00m_3,A172,-1,-1.0
138.0704866534388,68.98514981931672,0.023687172974482175,1.8938328848357568,12.173589292768867,0.1771388513359457,0.5635350759697518,0.25932607269430247,A172_Phase_A7_1_01d08h00m_4,A172,-1,-1.0
140.2984334001851,68.5064289438414,0.019065054970279504,1.8715892479342708,12.079297413729451,0.1719724635546569,0.5634622587281646,0.26456527771717836,A172_Phase_A7_1_01d12h00m_1,A172,139,1281.1867989208577
143.44151461773944,67.39425260716678,-0.042594790861187344,1.9195249728907435,12.190860951105122,0.15460398949374485,0.5715001129768237,0.2738958975294316,A172_Phase_A7_1_01d12h00m_2,A172,-1,-1.0
142.93464090559448,66.40347503580422,-0.06360306393399083,1.9478357606557803,12.195377509899044,0.15837631462741586,0.5807809105404064,0.2608427748321778,A172_Phase_A7_1_01d12h00m_3,A172,-1,-1.0
138.7007323952874,67.95902115487762,0.07870017053571725,1.8904970598662503,12.289519091860607,0.16689406741315793,0.5717635187460205,0.26134241384082174,A172_Phase_A7_1_01d12h00m_4,A172,-1,-1.0
142.41870807588384,67.98949090522167,0.014024996930420343,1.796255789898585,12.133442063066536,0.16559392664383868,0.5519441513030465,0.2824619220531147,A172_Phase_A7_1_01d16h00m_1,A172,181,1195.948379281763
133.7545646753955,68.34870556609252,0.10036772771334346,1.9262752752678975,12.240179310957458,0.1991860691523223,0.5602429291337545,0.2405710017139233,A172_Phase_A7_1_01d16h00m_2,A172,-1,-1.0
138.67221222560022,67.19154624830949,0.04386269252182233,1.8877330696752919,12.190955666028167,0.17694997955024477,0.5791805674278258,0.2438694530219294,A172_Phase_A7_1_01d16h00m_3,A172,-1,-1.0
141.94128770474995,67.73826722609526,-0.004685971626288507,1.963200953238653,12.238871411745306,0.14616098734422123,0.5811196379578151,0.2727193746979638,A172_Phase_A7_1_01d16h00m_4,A172,-1,-1.0
140.4336004316355,68.03119748298934,0.054309125863253385,1.7969241915490344,12.188927206822665,0.17466304592794615,0.5568517665382241,0.26848518753382977,A172_Phase_A7_1_01d20h00m_1,A172,-1,-1.0
140.60734248042363,66.55731243362033,0.02205761943487688,1.9331481898371374,12.25121790627807,0.1534802607034974,0.5893915563852578,0.2571281829112446,A172_Phase_A7_1_01d20h00m_2,A172,226,962.8768059733999
140.43083966880374,65.18545103398127,0.034968266814462426,1.909791088714694,12.189841525236746,0.1542896816758715,0.598404400581038,0.24730591774309021,A172_Phase_A7_1_01d20h00m_3,A172,-1,-1.0
142.2656319982365,66.54633057788526,0.03737669179435245,1.9031547429877356,12.265025424254668,0.1323926872353265,0.5920761919157785,0.275531120848895,A172_Phase_A7_1_01d20h00m_4,A172,-1,-1.0
138.96605666519272,66.18282058910587,0.08333390128385304,1.9639468234216364,12.327108161103368,0.14077930458146198,0.6027237932189574,0.25649690219958066,A172_Phase_A7_1_02d00h00m_1,A172,-1,-1.0
142.73884561955484,70.38695485439506,-0.03804945298063113,1.7562098931398706,12.158135429940025,0.1929485317562223,0.5124016299576548,0.29464983828612284,A172_Phase_A7_1_02d00h00m_2,A172,-1,-1.0
143.27295995238455,67.30403991090671,0.014011590781113062,1.859718792234002,12.293282267276016,0.15540961645831322,0.5681854986912753,0.2764048848504115,A172_Phase_A7_1_02d00h00m_3,A172,280,1009.9135762499761
146.13696371139628,69.50112546404785,-0.11138771457526926,1.8385743313551852,12.247380225957361,0.161017500063055,0.5377475277372935,0.3012349721996516,A172_Phase_A7_1_02d00h00m_4,A172,-1,-1.0
139.3502651097625,68.00231346335364,0.0551717749422598,1.7955522514905604,12.150050742619465,0.18435287198418357,0.5555793430255929,0.26006778499022365,A172_Phase_A7_1_02d04h00m_1,A172,-1,-1.0
140.46628415196201,69.98341876297988,0.015722339168182248,1.7457242553067744,12.168915674366742,0.1928159630735204,0.5271051499601941,0.2800788869662856,A172_Phase_A7_1_02d04h00m_2,A172,-1,-1.0
140.42592367786887,64.90410964797174,0.06021184397100888,1.961675047992766,12.230680608264127,0.15041808902058587,0.6035985762264633,0.24598333475295103,A172_Phase_A7_1_02d04h00m_3,A172,-1,-1.0
142.32693720989562,69.44995973193117,-0.04316184939373557,1.8293353656118954,12.260670656602041,0.16893084357743302,0.5500779410724772,0.28099121535008953,A172_Phase_A7_1_02d04h00m_4,A172,-1,-1.0
141.72675685656756,68.93753581624658,-0.018878934785256613,1.7868571084919553,12.159209082493001,0.1761534401560815,0.53639954499476,0.2874470148491587,A172_Phase_A7_1_02d08h00m_1,A172,-1,-1.0
144.9658327565033,69.99468495722297,-0.07615669001580766,1.7889707168885567,12.237166630010725,0.17800129993338082,0.5189259842585743,0.3030727158080449,A172_Phase_A7_1_02d08h00m_2,A172,297,1012.3456511784402
139.27076992933857,67.6132999179937,0.05551953710704948,1.8534440742541716,12.297621035815586,0.1779122418927678,0.5590050445389738,0.26308271356825835,A172_Phase_A7_1_02d08h00m_3,A172,-1,-1.0
141.96410699855758,65.8536225448752,-0.029171951076382006,1.9596049296944793,12.4147045012763,0.14893121721402022,0.5888718078642009,0.262196974921779,A172_Phase_A7_1_02d08h00m_4,A172,-1,-1.0
142.89199317074454,69.40042657791591,-0.023816997364583224,1.767031651750677,12.103714902258735,0.1748208059237603,0.5343841964987497,0.29079499757749,A172_Phase_A7_1_02d12h00m_1,A172,-1,-1.0
144.09206984830612,69.65999038873505,-0.06042346476573676,1.799395318555567,12.228241743099181,0.17144175514654397,0.529520269501992,0.29903797535146415,A172_Phase_A7_1_02d12h00m_2,A172,-1,-1.0
142.28948917883048,68.72545061195598,0.017451340952034905,1.815071087172506,12.161609611350439,0.16998913818242986,0.5526559871752005,0.2773548746423697,A172_Phase_A7_1_02d12h00m_3,A172,360,941.6285316666635
145.81711664930427,70.33242425393375,-0.09006589108357928,1.8301273811488028,12.3821368965271,0.15949858987826732,0.5295176425966283,0.31098376752510426,A172_Phase_A7_1_02d12h00m_4,A172,-1,-1.0
138.68176278042807,69.40937685343418,0.048111541219061346,1.7866210505162763,12.107891005965191,0.18454821858954437,0.5449676096929312,0.2704841717175243,A172_Phase_A7_1_02d16h00m_1,A172,-1,-1.0
142.84478443716213,68.6696151504514,-0.029759139600240517,1.8504799240904073,12.257818181202367,0.1619199436408029,0.5552182850851405,0.2828617712740567,A172_Phase_A7_1_02d16h00m_2,A172,-1,-1.0
142.99788138527987,65.29422250602414,0.07114958155591158,1.9187446112924063,12.23682407966787,0.13052006056906423,0.6033880175510984,0.26609192187983727,A172_Phase_A7_1_02d16h00m_3,A172,-1,-1.0
148.04273017628026,68.54510669956936,-0.12872687229804108,1.865412633950134,12.363035261359846,0.14992961708610733,0.5400560611132582,0.31001432180063415,A172_Phase_A7_1_02d16h00m_4,A172,335,987.9537447761091
138.19412626405477,67.62430077059688,0.10579687936177991,1.8367947789848835,12.195325637034378,0.17644264462653841,0.5652585215932886,0.25829883378017315,A172_Phase_A7_1_02d20h00m_1,A172,-1,-1.0
143.7423249978188,70.76663289239242,-0.02852079827613315,1.7191193889773602,12.199219367876442,0.1815924086336118,0.5121475805371918,0.3062600108291966,A172_Phase_A7_1_02d20h00m_2,A172,-1,-1.0
144.08445413566614,66.65126854000562,-0.0011009200072981272,1.8692221965765736,12.313086487820703,0.15284473567854615,0.5769738047226721,0.2701814595987816,A172_Phase_A7_1_02d20h00m_3,A172,-1,-1.0
146.88374241681842,68.28236618097331,-0.08363691643600753,1.8049578061198819,12.324689533248169,0.14500445655832434,0.549557102601158,0.3054384408405177,A172_Phase_A7_1_02d20h00m_4,A172,-1,-1.0
139.3201340840332,68.4105489677223,0.06267331501147838,1.8125921304917503,12.114585088060666,0.18429495508234514,0.5526702097081828,0.2630348352094722,A172_Phase_A7_1_03d00h00m_1,A172,462,708.1362979437226
145.645649279001,70.43996547239654,-0.08847953750239819,1.7763338967712838,12.26701513493185,0.16226334357254818,0.5233177504277893,0.31441890599966243,A172_Phase_A7_1_03d00h00m_2,A172,-1,-1.0
141.0112517525618,64.27995375840936,0.11547761122938195,1.9081309209630586,12.336940010117672,0.13090075937631124,0.6215990663512239,0.24750017427246507,A172_Phase_A7_1_03d00h00m_3,A172,-1,-1.0
150.4714170224387,68.68179897561825,-0.168133279222312,1.8528197089053384,12.340271955230548,0.14680187103394818,0.5317116346835536,0.3214864942824981,A172_Phase_A7_1_03d00h00m_4,A172,-1,-1.0
121.06193097823538,63.273136142973364,0.542211071173349,2.2598590886222865,12.058497262770594,0.20373812171482095,0.6233929987882044,0.17286887949697474,A172_Phase_A7_2_00d00h00m_1,A172,61,669.228546721334
120.93927838373695,64.40346006043526,0.5211144330117193,2.172660198442388,12.083497698521366,0.2088483412148927,0.6045904101243293,0.18656124866077786,A172_Phase_A7_2_00d00h00m_2,A172,-1,-1.0
119.72187528792753,63.77426541698499,0.5017782512594621,2.1674212756108466,12.085195447515266,0.22467356119544502,0.6081220403339308,0.16720439847062446,A172_Phase_A7_2_00d00h00m_3,A172,-1,-1.0
124.10947907029426,62.40388997537757,0.45270290404960634,2.158584961478898,12.083983652155057,0.17891156463397304,0.6421577236715001,0.17893071169452696,A172_Phase_A7_2_00d00h00m_4,A172,-1,-1.0
127.75261128517602,64.60538468305128,0.3240427346486882,1.9826415035791263,12.121864315701345,0.19236879147291494,0.6138984692569696,0.19373273927011556,A172_Phase_A7_2_00d04h00m_1,A172,66,814.0142787878938
122.9726460437518,66.73826283412933,0.35872759420667577,2.0681156785943138,12.124750773038766,0.22191000178724668,0.584117536605173,0.19397246160758042,A172_Phase_A7_2_00d04h00m_2,A172,-1,-1.0
129.0976277390108,67.65210470622615,0.27007901161701736,1.964866447833829,12.193971142528103,0.18780583749612298,0.5869202196810014,0.22527394282287566,A172_Phase_A7_2_00d04h00m_3,A172,-1,-1.0
126.02972026448946,65.12756126098199,0.36040365688552123,2.090239351387826,12.139841618614614,0.18913375420803236,0.6158140423590059,0.19505220343296145,A172_Phase_A7_2_00d04h00m_4,A172,-1,-1.0
129.46911204991054,69.88753768270304,0.23270798805800536,1.774786866842486,11.957848453958773,0.2346800819489152,0.5299630563548738,0.2353568616962108,A172_Phase_A7_2_00d08h00m_1,A172,67,1115.6300067163954
132.7211298105655,66.48741549112684,0.22063620002609644,1.9109973917614542,12.02963005956008,0.1726519294829616,0.5984673401484062,0.22888073036863205,A172_Phase_A7_2_00d08h00m_2,A172,-1,-1.0
137.7596754930577,70.05070191238558,0.08177064780847616,1.7405640670540368,12.176541504036237,0.1943862810818103,0.5339792448618725,0.271634474056317,A172_Phase_A7_2_00d08h00m_3,A172,-1,-1.0
132.7619006539043,65.72608234809175,0.17114657598023686,1.936665261980266,12.063530366563453,0.18487032503585618,0.5972377918219941,0.2178918831421495,A172_Phase_A7_2_00d08h00m_4,A172,-1,-1.0
140.64461444469734,67.80225872894079,0.01070251347194028,1.841441435460953,11.96900599545701,0.18056663645143692,0.550526553973981,0.26890680957458213,A172_Phase_A7_2_00d12h00m_1,A172,81,1240.3801901234485
135.45022662901934,67.25541259250235,0.08501547400842664,1.919294221853149,12.07467050357132,0.16990312921684322,0.5927672491921104,0.23732962159104637,A172_Phase_A7_2_00d12h00m_2,A172,-1,-1.0
139.21190045202553,72.58274271773881,-0.02942965670964182,1.744031348674069,11.988831244894872,0.21540901212589758,0.4975274252621101,0.2870635626119926,A172_Phase_A7_2_00d12h00m_3,A172,-1,-1.0
134.17265665451595,72.3606869688416,0.07790212914517974,1.7545157327707257,11.80311014902036,0.23507159958192916,0.500833961662747,0.26409443875532373,A172_Phase_A7_2_00d12h00m_4,A172,-1,-1.0
138.85695866243037,66.9245996379719,0.08987560035890073,1.821191452350283,12.021876828832577,0.14526532459432623,0.5957921190984385,0.2589425563072352,A172_Phase_A7_2_00d16h00m_1,A172,88,1440.9007011363674
137.46146677341082,69.08092412430727,0.043801747201227224,1.815033297398581,11.93042964698015,0.18794518720644704,0.5540987490394464,0.25795606375410635,A172_Phase_A7_2_00d16h00m_2,A172,-1,-1.0
136.66146307376582,70.92745976605192,0.052798570115192,1.8170151040163207,12.054196785222636,0.19006568245370842,0.5506825896562635,0.25925172789002815,A172_Phase_A7_2_00d16h00m_3,A172,-1,-1.0
133.45556541125697,72.96732565016293,0.09627208170026441,1.7225168918095737,11.790707762660062,0.23647671400416756,0.49531912727962457,0.26820415871620773,A172_Phase_A7_2_00d16h00m_4,A172,-1,-1.0
145.28702862437456,67.21769771528552,-0.06782515450610155,1.8678583170349814,11.972654030441422,0.1459115810023443,0.5652333222679842,0.2888550967296715,A172_Phase_A7_2_00d20h00m_1,A172,-1,-1.0
138.2460915462893,67.32562632137757,0.023468884978649806,1.881339785739324,11.97837976835329,0.17649649702392875,0.5750284723490534,0.24847503062701773,A172_Phase_A7_2_00d20h00m_2,A172,95,1526.6980000000135
135.58489541943365,69.91686978200865,0.10076064691291492,1.7968264003767602,12.128079029675035,0.20262593065008927,0.544449673205412,0.2529243961444984,A172_Phase_A7_2_00d20h00m_3,A172,-1,-1.0
140.54641665158996,70.26647671357367,0.04323908199416705,1.7860498732021493,11.900617340697448,0.1748516996180215,0.5464541811760515,0.27869411920592707,A172_Phase_A7_2_00d20h00m_4,A172,-1,-1.0
137.91311908908904,67.04556544765828,0.08966492036243036,2.024770807341169,12.229810878090621,0.13455197762054788,0.6007277644026537,0.26472025797679866,A172_Phase_A7_2_01d00h00m_1,A172,-1,-1.0
139.82241639380402,68.48240180959245,-0.011382991780191183,1.9072537313309426,12.07739417095112,0.16562248959759546,0.5690047253881163,0.26537278501428824,A172_Phase_A7_2_01d00h00m_2,A172,95,1711.198472105239
138.79240549487477,66.98048642763943,0.07213862478721607,1.9033160538481035,12.329947480683202,0.16421187007865473,0.5864437269645926,0.24934440295675273,A172_Phase_A7_2_01d00h00m_3,A172,-1,-1.0
136.25242754195628,69.77599184975415,0.09366089765784408,1.8131854808044223,12.036817615528397,0.19416430018675457,0.5510752001396401,0.25476049967360526,A172_Phase_A7_2_01d00h00m_4,A172,-1,-1.0
143.75504892539826,69.21642713117636,-0.03408220530575889,1.7842003751115247,12.190920512921064,0.17312540749712493,0.5295420706585152,0.29733252184435954,A172_Phase_A7_2_01d04h00m_1,A172,-1,-1.0
138.66971568362607,70.30199593526852,0.015482074041637118,1.7800552922813664,12.045464660174499,0.19040768215289652,0.5363304782195268,0.27326183962757683,A172_Phase_A7_2_01d04h00m_2,A172,-1,-1.0
139.2559457590193,69.86238224386891,0.023269863023294618,1.7973451125081985,12.253344686990824,0.1934834719994272,0.5363907956527615,0.27012573234781134,A172_Phase_A7_2_01d04h00m_3,A172,138,1690.242597826101
134.9349676403506,71.32216167346448,0.07394209497936018,1.764651125342031,12.081887260801023,0.2121666791164925,0.5279334613828394,0.2598998595006681,A172_Phase_A7_2_01d04h00m_4,A172,-1,-1.0
133.9907311316959,66.70134242367108,0.12521912219813042,1.9623593313382799,12.181048539352929,0.1864622510968598,0.5844665169014126,0.22907123200172774,A172_Phase_A7_2_01d08h00m_1,A172,-1,-1.0
132.62114145342002,69.06275442320164,0.16033724049888592,1.822024824010095,12.079990948021013,0.21114142331643238,0.5517833355037823,0.23707524117978532,A172_Phase_A7_2_01d08h00m_2,A172,-1,-1.0
142.28544640050745,70.38860706154584,-0.029023065103271514,1.7535159889799588,12.16958130904281,0.18498759984232285,0.5231831789902505,0.29182922116742677,A172_Phase_A7_2_01d08h00m_3,A172,154,1397.8844639610106
132.5530288492391,66.97374544004249,0.18942522039269055,1.930912946493879,12.101177351543223,0.19229415962329874,0.576419381423368,0.23128645895333333,A172_Phase_A7_2_01d08h00m_4,A172,-1,-1.0
144.90853085901742,66.44479642004639,-0.03442730285597738,1.8718817580771754,12.212785574141293,0.14101370652506895,0.5714126683021198,0.28757362517281143,A172_Phase_A7_2_01d12h00m_1,A172,-1,-1.0
134.51173973279927,69.4849600823834,0.12169159850287616,1.8018979813580451,12.029582152597305,0.20510538459765523,0.5453958624169213,0.2494987529854235,A172_Phase_A7_2_01d12h00m_2,A172,-1,-1.0
134.88736897910297,69.31179846091592,0.11625050256791371,1.7816717094438022,12.214731602124921,0.20855417100212473,0.5429282982684764,0.24851753072939886,A172_Phase_A7_2_01d12h00m_3,A172,-1,-1.0
136.5273674544108,69.76167539132453,0.06348450600035214,1.783683344034321,12.060464000319683,0.2085822961451061,0.5368120184460006,0.25460568540889317,A172_Phase_A7_2_01d12h00m_4,A172,-1,-1.0
144.09321947918707,67.58034461444782,-0.05283314234052218,1.8293347968015672,12.247988496972884,0.15348476924448176,0.5616918538140268,0.2848233769414915,A172_Phase_A7_2_01d16h00m_1,A172,184,1109.9619826086837
137.38140950337203,68.64882301287905,0.09129024021531487,1.8241156915615928,12.061030229153717,0.181876432460084,0.5617327274481988,0.2563908400917173,A172_Phase_A7_2_01d16h00m_2,A172,-1,-1.0
139.72896720087468,66.2788314528118,0.12127220984629918,1.8959693343905877,12.385158120751335,0.14548893262303092,0.5945873550246995,0.2599237123522697,A172_Phase_A7_2_01d16h00m_3,A172,-1,-1.0
138.57583844188926,71.97514157195897,0.007222013910695816,1.74216099493059,12.092796298869626,0.21299234242412754,0.5054750520836387,0.28153260549223386,A172_Phase_A7_2_01d16h00m_4,A172,-1,-1.0
136.5909863974836,68.30548050168,0.08312555629001173,1.8580948556770438,12.287779311158836,0.17526373886939492,0.5706731062669033,0.25406315486370185,A172_Phase_A7_2_01d20h00m_1,A172,-1,-1.0
140.50513070297802,70.48725726666133,-0.03680926032954738,1.7774014031903052,12.068749487601442,0.18701047886274197,0.5334890953494521,0.27950042578780604,A172_Phase_A7_2_01d20h00m_2,A172,-1,-1.0
138.78090116425622,68.49039440568464,0.026341163629234523,1.8654016101033164,12.373652963404412,0.18338670262398968,0.5561416714203209,0.2604716259556893,A172_Phase_A7_2_01d20h00m_3,A172,239,1134.359564644344
138.9232220507434,68.89435631470785,0.06004248528107886,1.8010897439838103,12.208710605981253,0.18159526806505646,0.5556924843743356,0.2627122475606078,A172_Phase_A7_2_01d20h00m_4,A172,-1,-1.0
143.09336813499698,67.60992835134518,0.022842937227345917,1.7965614051250742,12.230013699928097,0.15920728472089787,0.5625838504083487,0.27820886487075347,A172_Phase_A7_2_02d00h00m_1,A172,-1,-1.0
138.93564336083992,68.66106745115472,0.05628953237080412,1.7914161239226185,12.18458538204107,0.18468683718218595,0.5458329773968635,0.2694801854209507,A172_Phase_A7_2_02d00h00m_2,A172,-1,-1.0
141.80741942756848,69.360112654358,-0.02141769748722609,1.765523824289626,12.359628677069004,0.17636337610273362,0.540951944544447,0.28268467935281977,A172_Phase_A7_2_02d00h00m_3,A172,279,1103.7783940860422
139.75930310352223,64.87815488712829,0.07504978993623425,2.0340774879204724,12.357520189706978,0.12853851359681515,0.6246494368340453,0.24681204956913952,A172_Phase_A7_2_02d00h00m_4,A172,-1,-1.0
135.85396556026916,69.506898654713,0.09478326841239348,1.8328640580731368,12.150035147057983,0.1850360913081028,0.5558701200824996,0.2590937886093976,A172_Phase_A7_2_02d04h00m_1,A172,-1,-1.0
138.277563054311,67.72742051607116,0.10433976284185513,1.9717892245356199,12.134728654269004,0.14785043208177973,0.59373826514477,0.25841130277345015,A172_Phase_A7_2_02d04h00m_2,A172,-1,-1.0
137.92715765621796,70.03621768925731,0.08417866014842604,1.7490880070862413,12.23707286797188,0.19293568889198437,0.5298458926064207,0.2772184185015948,A172_Phase_A7_2_02d04h00m_3,A172,318,1037.1493122641432
144.1379229796006,68.48756589291729,-0.029061719369556215,1.7941815682798765,12.196657546821163,0.16185458549001855,0.5478859044937672,0.2902595100162142,A172_Phase_A7_2_02d04h00m_4,A172,-1,-1.0
137.76168820505728,68.694997272987,0.037696637561210916,1.879631337859869,12.225955156798593,0.175117454789307,0.5672172763105234,0.2576652689001695,A172_Phase_A7_2_02d08h00m_1,A172,-1,-1.0
139.58295513144634,70.2690606859928,0.026599136138605966,1.7505020462352876,12.121093367817682,0.19643656673320264,0.5244827213105848,0.2790807119562125,A172_Phase_A7_2_02d08h00m_2,A172,-1,-1.0
138.23694611359758,70.76039027163947,0.06548785930541837,1.7292829999044141,12.291352499303041,0.20841011667144985,0.5158329784119812,0.2757569049165692,A172_Phase_A7_2_02d08h00m_3,A172,338,1015.8303483727755
137.55902123103482,64.86712023798289,0.1883154314476956,1.9675124120515115,12.270857745650366,0.13905982030535508,0.6265637717754208,0.23437640791922423,A172_Phase_A7_2_02d08h00m_4,A172,-1,-1.0
139.44914352275205,66.61688617770638,0.06449648807479029,1.9769488664076078,12.259776238271625,0.15622934957951445,0.5962703320157918,0.24750031840469391,A172_Phase_A7_2_02d12h00m_1,A172,-1,-1.0
