filename,cell_line,peak_freq_cyc_per_px,peak_period_px,centroid_freq_cyc_per_px,mean_period_px,cell_count,mean_area_px,median_area_px
A172_Phase_A7_1_00d20h00m_2,A172,0.06625,15.094339622641508,0.24977721474525616,4.003567743438425,-1,-1.0,-1.0
A172_Phase_A7_1_00d20h00m_3,A172,0.061250000000000006,16.326530612244895,0.2549803926063278,3.9218701868732753,-1,-1.0,-1.0
A172_Phase_A7_1_00d20h00m_4,A172,0.08125,12.307692307692307,0.24347591979370836,4.107182348247323,-1,-1.0,-1.0
A172_Phase_A7_1_01d00h00m_1,A172,0.09125000000000001,10.95890410958904,0.24158341863665872,4.139356937836861,132,938.8364329545514,862.6099250002881
A172_Phase_A7_1_01d00h00m_2,A172,0.07875,12.698412698412698,0.2418586699920416,4.13464607257166,-1,-1.0,-1.0
A172_Phase_A7_1_01d00h00m_3,A172,0.06875,14.545454545454545,0.23544574377656885,4.247263016777958,-1,-1.0,-1.0
A172_Phase_A7_1_01d00h00m_4,A172,0.10625,9.411764705882353,0.23687279273999315,4.221675222521923,-1,-1.0,-1.0
A172_Phase_A7_1_01d04h00m_1,A172,0.06875,14.545454545454545,0.22651838746219888,4.414652652279184,161,868.1967565217442,696.8169500000076
A172_Phase_A7_1_01d04h00m_2,A172,0.07375,13.559322033898306,0.2461055752604392,4.0632968145551285,-1,-1.0,-1.0
A172_Phase_A7_1_01d04h00m_3,A172,0.11125,8.98876404494382,0.23937404366043086,4.177562381903742,-1,-1.0,-1.0
A172_Phase_A7_1_01d04h00m_4,A172,0.07125,14.035087719298247,0.2457865457634805,4.068570950023832,-1,-1.0,-1.0
A172_Phase_A7_1_01d08h00m_1,A172,0.07125,14.035087719298247,0.22536776208046602,4.437191862618562,131,1267.3226969465773,1143.0936500001699
A172_Phase_A7_1_01d08h00m_2,A172,0.06875,14.545454545454545,0.24757689375003575,4.039149150201565,-1,-1.0,-1.0
A172_Phase_A7_1_01d08h00m_3,A172,0.29375,3.404255319148936,0.2546182111239568,3.9274488481625776,-1,-1.0,-1.0
A172_Phase_A7_1_01d08h00m_4,A172,0.10125,9.876543209876543,0.24997737216758464,4.000362078090816,-1,-1.0,-1.0
A172_Phase_A7_1_01d12h00m_1,A172,0.05125,19.51219512195122,0.2523002423764667,3.9635316660055455,139,1281.1867989208577,1223.1150500006042
A172_Phase_A7_1_01d12h00m_2,A172,0.11875,8.421052631578947,0.24843693138966677,4.025166445287985,-1,-1.0,-1.0
A172_Phase_A7_1_01d12h00m_3,A172,0.16124999999999998,6.2015503875969005,0.2542663083561868,3.932884409519009,-1,-1.0,-1.0
A172_Phase_A7_1_01d12h00m_4,A172,0.061250000000000006,16.326530612244895,0.23572140149327872,4.242296175336942,-1,-1.0,-1.0
A172_Phase_A7_1_01d16h00m_1,A172,0.061250000000000006,16.326530612244895,0.2543232544407592,3.9320037886387422,181,1195.948379281763,1110.9631499999668
A172_Phase_A7_1_01d16h00m_2,A172,0.05875000000000001,17.021276595744677,0.22705608487471957,4.404198198659859,-1,-1.0,-1.0
A172_Phase_A7_1_01d16h00m_3,A172,0.07125,14.035087719298247,0.24402556161602937,4.097931353492735,-1,-1.0,-1.0
A172_Phase_A7_1_01d16h00m_4,A172,0.11375000000000002,8.79120879120879,0.24939433740619957,4.009714135454711,-1,-1.0,-1.0
A172_Phase_A7_1_01d20h00m_1,A172,0.05625,17.77777777777778,0.24415633141528859,4.095736507029537,-1,-1.0,-1.0
A172_Phase_A7_1_01d20h00m_2,A172,0.06375000000000001,15.686274509803917,0.23923310311021037,4.180023529349607,226,962.8768059733999,940.6725499999593
A172_Phase_A7_1_01d20h00m_3,A172,0.13875,7.207207207207206,0.24096493001678143,4.149981492868515,-1,-1.0,-1.0
A172_Phase_A7_1_01d20h00m_4,A172,0.09125000000000001,10.95890410958904,0.2478760610733032,4.034274208126434,-1,-1.0,-1.0
A172_Phase_A7_1_02d00h00m_1,A172,0.08374999999999999,11.940298507462687,0.23512464915642617,4.2530632308767835,-1,-1.0,-1.0
A172_Phase_A7_1_02d00h00m_2,A172,0.05125,19.51219512195122,0.25152087298239184,3.975813172650712,-1,-1.0,-1.0
A172_Phase_A7_1_02d00h00m_3,A172,0.31125,3.2128514056224895,0.25669643761620314,3.895652036648592,280,1009.9135762499761,957.7783000002382
A172_Phase_A7_1_02d00h00m_4,A172,0.31125,3.2128514056224895,0.2636451222016969,3.792977437431853,-1,-1.0,-1.0
A172_Phase_A7_1_02d04h00m_1,A172,0.06875,14.545454545454545,0.24340892066455497,4.108312864088138,-1,-1.0,-1.0
A172_Phase_A7_1_02d04h00m_2,A172,0.04375,22.857142857142858,0.2526957214950394,3.9573285771663955,-1,-1.0,-1.0
A172_Phase_A7_1_02d04h00m_3,A172,0.12374999999999999,8.080808080808081,0.24615037939456944,4.0625572158759065,-1,-1.0,-1.0
A172_Phase_A7_1_02d04h00m_4,A172,0.06375000000000001,15.686274509803917,0.25724835412707076,3.8872940641091085,-1,-1.0,-1.0
A172_Phase_A7_1_02d08h00m_1,A172,0.07125,14.035087719298247,0.24843894412626108,4.0251338352645,-1,-1.0,-1.0
A172_Phase_A7_1_02d08h00m_2,A172,0.31375000000000003,3.187250996015936,0.2608875684330864,3.833068804336242,297,1012.3456511784402,926.9631000000518
A172_Phase_A7_1_02d08h00m_3,A172,0.061250000000000006,16.326530612244895,0.23727199439444022,4.214572404771897,-1,-1.0,-1.0
A172_Phase_A7_1_02d08h00m_4,A172,0.13375000000000004,7.47663551401869,0.2381507952404288,4.199020200585241,-1,-1.0,-1.0
A172_Phase_A7_1_02d12h00m_1,A172,0.04875,20.51282051282051,0.25855447892166306,3.8676568442002526,-1,-1.0,-1.0
A172_Phase_A7_1_02d12h00m_2,A172,0.35125,2.8469750889679717,0.2658821116210025,3.761065360521261,-1,-1.0,-1.0
A172_Phase_A7_1_02d12h00m_3,A172,0.30875,3.2388663967611335,0.25912509360891667,3.8591399469371552,360,941.6285316666635,884.4051750000799
A172_Phase_A7_1_02d12h00m_4,A172,0.29875000000000007,3.347280334728033,0.262183822762007,3.814117856187234,-1,-1.0,-1.0
A172_Phase_A7_1_02d16h00m_1,A172,0.07375,13.559322033898306,0.2392092356530596,4.1804405974122325,-1,-1.0,-1.0
A172_Phase_A7_1_02d16h00m_2,A172,0.30125,3.3195020746887964,0.2560075573313744,3.9061346876787972,-1,-1.0,-1.0
A172_Phase_A7_1_02d16h00m_3,A172,0.09375,10.666666666666666,0.24754532733379414,4.039664213300152,-1,-1.0,-1.0
A172_Phase_A7_1_02d16h00m_4,A172,0.27125000000000005,3.6866359447004604,0.2688587373721808,3.719425337535902,335,987.9537447761091,884.2462000008672
A172_Phase_A7_1_02d20h00m_1,A172,0.061250000000000006,16.326530612244895,0.24950142041633194,4.007993214352625,-1,-1.0,-1.0
A172_Phase_A7_1_02d20h00m_2,A172,0.33625000000000005,2.9739776951672856,0.26579497696873366,3.762298337630486,-1,-1.0,-1.0
A172_Phase_A7_1_02d20h00m_3,A172,0.34625,2.888086642599278,0.26294730292127083,3.803043381279368,-1,-1.0,-1.0
A172_Phase_A7_1_02d20h00m_4,A172,0.29625,3.375527426160337,0.26540871095916685,3.767773847309217,-1,-1.0,-1.0
A172_Phase_A7_1_03d00h00m_1,A172,0.04875,20.51282051282051,0.24477457621105242,4.085391610024761,462,708.1362979437226,631.7808500000392
A172_Phase_A7_1_03d00h00m_2,A172,0.28625000000000006,3.493449781659388,0.2613188622412092,3.826742514579581,-1,-1.0,-1.0
A172_Phase_A7_1_03d00h00m_3,A172,0.07375,13.559322033898306,0.24241467375044573,4.125162823391838,-1,-1.0,-1.0
A172_Phase_A7_1_03d00h00m_4,A172,0.35625,2.807017543859649,0.27470479097088446,3.640271421789613,-1,-1.0,-1.0
A172_Phase_A7_2_00d00h00m_1,A172,0.07125,14.035087719298247,0.18621790818026565,5.3700528041157245,61,669.228546721334,604.8645000001416
A172_Phase_A7_2_00d00h00m_2,A172,0.061250000000000006,16.326530612244895,0.18533082784426042,5.395756397528925,-1,-1.0,-1.0
A172_Phase_A7_2_00d00h00m_3,A172,0.07375,13.559322033898306,0.18524302667835155,5.398313868712366,-1,-1.0,-1.0
A172_Phase_A7_2_00d00h00m_4,A172,0.06375000000000001,15.686274509803917,0.18325253895009389,5.4569503141909275,-1,-1.0,-1.0
A172_Phase_A7_2_00d04h00m_1,A172,0.07375,13.559322033898306,0.20515655262074348,4.874326397210525,66,814.0142787878938,744.9525999999605
A172_Phase_A7_2_00d04h00m_2,A172,0.06625,15.094339622641508,0.19482069024701512,5.132925043700902,-1,-1.0,-1.0
A172_Phase_A7_2_00d04h00m_3,A172,0.07875,12.698412698412698,0.2052391985739317,4.872363597930236,-1,-1.0,-1.0
A172_Phase_A7_2_00d04h00m_4,A172,0.06625,15.094339622641508,0.1980416010065764,5.0494441315226135,-1,-1.0,-1.0
A172_Phase_A7_2_00d08h00m_1,A172,0.06625,15.094339622641508,0.23679322646873174,4.223093772203187,67,1115.6300067163954,1021.4395999992266
A172_Phase_A7_2_00d08h00m_2,A172,0.07375,13.559322033898306,0.2147421771857723,4.656747049439224,-1,-1.0,-1.0
A172_Phase_A7_2_00d08h00m_3,A172,0.06375000000000001,15.686274509803917,0.24827758744646272,4.02774978718381,-1,-1.0,-1.0
A172_Phase_A7_2_00d08h00m_4,A172,0.053750000000000006,18.604651162790695,0.21845689170362464,4.577562155176485,-1,-1.0,-1.0
A172_Phase_A7_2_00d12h00m_1,A172,0.04625,21.62162162162162,0.2367409421395469,4.224026444105938,81,1240.3801901234485,1130.3167499992996
A172_Phase_A7_2_00d12h00m_2,A172,0.06375000000000001,15.686274509803917,0.2105396981205914,4.749698080346003,-1,-1.0,-1.0
A172_Phase_A7_2_00d12h00m_3,A172,0.13624999999999998,7.339449541284405,0.2597737300543393,3.849503950190886,-1,-1.0,-1.0
A172_Phase_A7_2_00d12h00m_4,A172,0.06375000000000001,15.686274509803917,0.23364432331756843,4.280009827762021,-1,-1.0,-1.0
A172_Phase_A7_2_00d16h00m_1,A172,0.06375000000000001,15.686274509803917,0.23126302914784674,4.324080695841352,88,1440.9007011363674,1254.081874999887
A172_Phase_A7_2_00d16h00m_2,A172,0.06375000000000001,15.686274509803917,0.23393365031076135,4.2747163508609525,-1,-1.0,-1.0
A172_Phase_A7_2_00d16h00m_3,A172,0.09125000000000001,10.95890410958904,0.23238900117793454,4.303129644394507,-1,-1.0,-1.0
A172_Phase_A7_2_00d16h00m_4,A172,0.04125000000000001,24.24242424242424,0.23797335443376816,4.2021511289757285,-1,-1.0,-1.0
A172_Phase_A7_2_00d20h00m_1,A172,0.08374999999999999,11.940298507462687,0.2524652842399089,3.960940622037108,-1,-1.0,-1.0
A172_Phase_A7_2_00d20h00m_2,A172,0.06625,15.094339622641508,0.23910585039598223,4.182248148022744,95,1526.6980000000135,1484.573950000573
A172_Phase_A7_2_00d20h00m_3,A172,0.05625,17.77777777777778,0.2428860452034177,4.1171570773549275,-1,-1.0,-1.0
A172_Phase_A7_2_00d20h00m_4,A172,0.06375000000000001,15.686274509803917,0.25076010762683054,3.9878751427565713,-1,-1.0,-1.0
A172_Phase_A7_2_01d00h00m_1,A172,0.10125,9.876543209876543,0.21572502998802115,4.635530703393706,-1,-1.0,-1.0
A172_Phase_A7_2_01d00h00m_2,A172,0.06625,15.094339622641508,0.23875480736661372,4.188397339637548,95,1711.198472105239,1821.1412500001024
A172_Phase_A7_2_01d00h00m_3,A172,0.06625,15.094339622641508,0.24947160192861811,4.008472276079472,-1,-1.0,-1.0
A172_Phase_A7_2_01d00h00m_4,A172,0.06625,15.094339622641508,0.24413763792048518,4.096050115491396,-1,-1.0,-1.0
A172_Phase_A7_2_01d04h00m_1,A172,0.06375000000000001,15.686274509803917,0.24950084784323515,4.00800241219346,-1,-1.0,-1.0
A172_Phase_A7_2_01d04h00m_2,A172,0.06625,15.094339622641508,0.24201196258822016,4.13202714983757,-1,-1.0,-1.0
A172_Phase_A7_2_01d04h00m_3,A172,0.061250000000000006,16.326530612244895,0.2499149063847037,4.001361961421626,138,1690.242597826101,1546.0856500000227
A172_Phase_A7_2_01d04h00m_4,A172,0.06375000000000001,15.686274509803917,0.2425921234351769,4.122145376526251,-1,-1.0,-1.0
A172_Phase_A7_2_01d08h00m_1,A172,0.10875,9.195402298850574,0.22511045155981868,4.442263755729128,-1,-1.0,-1.0
A172_Phase_A7_2_01d08h00m_2,A172,0.06625,15.094339622641508,0.2267683227054691,4.409786993480648,-1,-1.0,-1.0
A172_Phase_A7_2_01d08h00m_3,A172,0.061250000000000006,16.326530612244895,0.2590043974891159,3.8609383072039263,154,1397.8844639610106,1354.8655499999877
A172_Phase_A7_2_01d08h00m_4,A172,0.06625,15.094339622641508,0.2253634341592912,4.437277075273803,-1,-1.0,-1.0
A172_Phase_A7_2_01d12h00m_1,A172,0.08374999999999999,11.940298507462687,0.24672882688000644,4.053032686311672,-1,-1.0,-1.0
A172_Phase_A7_2_01d12h00m_2,A172,0.05625,17.77777777777778,0.23533386174035428,4.249282243552813,-1,-1.0,-1.0
A172_Phase_A7_2_01d12h00m_3,A172,0.06375000000000001,15.686274509803917,0.24575078199243197,4.06916304352104,-1,-1.0,-1.0
A172_Phase_A7_2_01d12h00m_4,A172,0.061250000000000006,16.326530612244895,0.24042659266591856,4.1592736847938285,-1,-1.0,-1.0
A172_Phase_A7_2_01d16h00m_1,A172,0.06625,15.094339622641508,0.24891376628502782,4.017455582809805,184,1109.9619826086837,1079.9204499999905
A172_Phase_A7_2_01d16h00m_2,A172,0.06625,15.094339622641508,0.23999244906365638,4.166797763436119,-1,-1.0,-1.0
A172_Phase_A7_2_01d16h00m_3,A172,0.08125,12.307692307692307,0.24088664296183512,4.151330217833768,-1,-1.0,-1.0
A172_Phase_A7_2_01d16h00m_4,A172,0.05125,19.51219512195122,0.25149126468439414,3.9762812487938204,-1,-1.0,-1.0
A172_Phase_A7_2_01d20h00m_1,A172,0.06875,14.545454545454545,0.24211892867250814,4.130201655371635,-1,-1.0,-1.0
A172_Phase_A7_2_01d20h00m_2,A172,0.06625,15.094339622641508,0.2443063520196114,4.093221448125615,-1,-1.0,-1.0
A172_Phase_A7_2_01d20h00m_3,A172,0.053750000000000006,18.604651162790695,0.2356347572265847,4.243856092241974,239,1134.359564644344,1007.4897000002675
A172_Phase_A7_2_01d20h00m_4,A172,0.061250000000000006,16.326530612244895,0.24171735917004672,4.13706323548118,-1,-1.0,-1.0
A172_Phase_A7_2_02d00h00m_1,A172,0.09125000000000001,10.95890410958904,0.25040978792317237,3.9934541229147467,-1,-1.0,-1.0
A172_Phase_A7_2_02d00h00m_2,A172,0.06625,15.094339622641508,0.2391186103678921,4.182024972717373,-1,-1.0,-1.0
A172_Phase_A7_2_02d00h00m_3,A172,0.07625000000000001,13.114754098360654,0.2524483225155766,3.961206753268475,279,1103.7783940860422,1022.8083000000333
A172_Phase_A7_2_02d00h00m_4,A172,0.09875,10.126582278481012,0.23051610516851853,4.338091688947075,-1,-1.0,-1.0
A172_Phase_A7_2_02d04h00m_1,A172,0.07625000000000001,13.114754098360654,0.2445756675951489,4.0887141792670905,-1,-1.0,-1.0
A172_Phase_A7_2_02d04h00m_2,A172,0.09875,10.126582278481012,0.23098599892776098,4.329266728901357,-1,-1.0,-1.0
A172_Phase_A7_2_02d04h00m_3,A172,0.04375,22.857142857142858,0.25749543690573046,3.883563965314468,318,1037.1493122641432,953.0342750001
A172_Phase_A7_2_02d04h00m_4,A172,0.27875,3.587443946188341,0.2543726154992656,3.931240782492513,-1,-1.0,-1.0
A172_Phase_A7_2_02d08h00m_1,A172,0.08625000000000001,11.594202898550723,0.2484822360927047,4.024432553910679,-1,-1.0,-1.0
A172_Phase_A7_2_02d08h00m_2,A172,0.061250000000000006,16.326530612244895,0.25833683668088936,3.870915247116888,-1,-1.0,-1.0
A172_Phase_A7_2_02d08h00m_3,A172,0.05625,17.77777777777778,0.26023291408395327,3.842711455313419,338,1015.8303483727755,905.960975
A172_Phase_A7_2_02d08h00m_4,A172,0.06875,14.545454545454545,0.24013986273115204,4.164239908471787,-1,-1.0,-1.0
A172_Phase_A7_2_02d12h00m_1,A172,0.08625000000000001,11.594202898550723,0.24702499108109022,4.048173407976089,-1,-1.0,-1.0
A172_Phase_A7_2_02d12h00m_2,A172,0.06375000000000001,15.686274509803917,0.2498131188260889,4.002992335627357,-1,-1.0,-1.0
A172_Phase_A7_2_02d12h00m_3,A172,0.06625,15.094339622641508,0.25653083386774744,3.8981668789005792,450,734.9863947777811,648.2091500000097
A172_Phase_A7_2_02d12h00m_4,A172,0.06875,14.545454545454545,0.24346212399623274,4.107415082008706,-1,-1.0,-1.0
A172_Phase_A7_2_02d16h00m_1,A172,0.34625,2.888086642599278,0.2640673743843402,3.7869123451219586,-1,-1.0,-1.0
A172_Phase_A7_2_02d16h00m_2,A172,0.04125000000000001,24.24242424242424,0.24199102651986193,4.132384635832448,-1,-1.0,-1.0
A172_Phase_A7_2_02d16h00m_3,A172,0.08625000000000001,11.594202898550723,0.2623089672291968,3.812298186231024,376,912.0711613031825,824.7741249999963
A172_Phase_A7_2_02d16h00m_4,A172,0.06375000000000001,15.686274509803917,0.25184364100379425,3.970717688222011,-1,-1.0,-1.0
A172_Phase_A7_2_02d20h00m_1,A172,0.33375000000000005,2.99625468164794,0.26867017265488774,3.722035796227072,-1,-1.0,-1.0
A172_Phase_A7_2_02d20h00m_2,A172,0.06625,15.094339622641508,0.249648198424352,4.005636757290754,-1,-1.0,-1.0
A172_Phase_A7_2_02d20h00m_3,A172,0.09875,10.126582278481012,0.25390799087060945,3.9384345351682777,-1,-1.0,-1.0
A172_Phase_A7_2_02d20h00m_4,A172,0.05625,17.77777777777778,0.24241567556719357,4.125145775578431,-1,-1.0,-1.0
A172_Phase_A7_2_03d00h00m_1,A172,0.08125,12.307692307692307,0.25081608048216875,3.9869851967928067,489,724.8922419222871,629.5534500000067
A172_Phase_A7_2_03d00h00m_2,A172,0.06875,14.545454545454545,0.24984884920048037,4.002419875856996,-1,-1.0,-1.0
A172_Phase_A7_2_03d00h00m_3,A172,0.05625,17.77777777777778,0.2548652886550925,3.9236414078862394,-1,-1.0,-1.0
A172_Phase_A7_2_03d00h00m_4,A172,0.05625,17.77777777777778,0.24643065287407986,4.057936739351074,-1,-1.0,-1.0
A172_Phase_B7_1_00d00h00m_1,A172,0.07875,12.698412698412698,0.1860150076050063,5.375910325060711,-1,-1.0,-1.0
A172_Phase_B7_1_00d00h00m_2,A172,0.07625000000000001,13.114754098360654,0.190874579476358,5.239042321630165,83,469.12988975904364,386.83680000004824
A172_Phase_B7_1_00d00h00m_3,A172,0.06375000000000001,15.686274509803917,0.1901676782407196,5.258517163648451,-1,-1.0,-1.0
A172_Phase_B7_1_00d00h00m_4,A172,0.08625000000000001,11.594202898550723,0.1888349389045757,5.295630172048467,-1,-1.0,-1.0
A172_Phase_B7_1_00d04h00m_1,A172,0.06625,15.094339622641508,0.20467059912046884,4.88589960794223,-1,-1.0,-1.0
A172_Phase_B7_1_00d04h00m_2,A172,0.061250000000000006,16.326530612244895,0.18785263381906445,5.323321689293844,72,653.0524958333403,579.139550000109
A172_Phase_B7_1_00d04h00m_3,A172,0.08374999999999999,11.940298507462687,0.2099633065972041,4.762736957264685,-1,-1.0,-1.0
A172_Phase_B7_1_00d04h00m_4,A172,0.07375,13.559322033898306,0.2183309828728354,4.580201979773249,-1,-1.0,-1.0
A172_Phase_B7_1_00d08h00m_1,A172,0.06375000000000001,15.686274509803917,0.2215343252284773,4.51397316857629,-1,-1.0,-1.0
A172_Phase_B7_1_00d08h00m_2,A172,0.07375,13.559322033898306,0.21556555796792115,4.638959996331197,-1,-1.0,-1.0
A172_Phase_B7_1_00d08h00m_3,A172,0.08125,12.307692307692307,0.21390646550078618,4.674940505696517,77,1077.8269506493891,859.6751500000246
A172_Phase_B7_1_00d08h00m_4,A172,0.05125,19.51219512195122,0.24921965309492805,4.012524644752229,-1,-1.0,-1.0
A172_Phase_B7_1_00d12h00m_1,A172,0.07625000000000001,13.114754098360654,0.24861160262855334,4.022338416337246,-1,-1.0,-1.0
A172_Phase_B7_1_00d12h00m_2,A172,0.05625,17.77777777777778,0.24778214284560662,4.035803341256522,-1,-1.0,-1.0
A172_Phase_B7_1_00d12h00m_3,A172,0.10125,9.876543209876543,0.2221984979261675,4.500480468289582,104,1164.8777639423133,1078.2786499999638
A172_Phase_B7_1_00d12h00m_4,A172,0.05875000000000001,17.021276595744677,0.26095019137312564,3.8321489428230655,-1,-1.0,-1.0
A172_Phase_B7_1_00d16h00m_1,A172,0.08125,12.307692307692307,0.23735723240167336,4.213058898107333,-1,-1.0,-1.0
A172_Phase_B7_1_00d16h00m_2,A172,0.04625,21.62162162162162,0.25312656269502526,3.950592894530911,-1,-1.0,-1.0
A172_Phase_B7_1_00d16h00m_3,A172,0.09624999999999999,10.389610389610391,0.23232615280479094,4.304293717807298,-1,-1.0,-1.0
A172_Phase_B7_1_00d16h00m_4,A172,0.053750000000000006,18.604651162790695,0.25574571905553056,3.910133877090893,75,1577.631662666653,1329.4573000001255
A172_Phase_B7_1_00d20h00m_1,A172,0.21625,4.624277456647399,0.25205469003122555,3.9673929490306885,-1,-1.0,-1.0
A172_Phase_B7_1_00d20h00m_2,A172,0.04625,21.62162162162162,0.25010401121787534,3.9983365125993964,-1,-1.0,-1.0
A172_Phase_B7_1_00d20h00m_3,A172,0.14625000000000002,6.837606837606836,0.24964054834952126,4.005759507465518,-1,-1.0,-1.0
A172_Phase_B7_1_00d20h00m_4,A172,0.07375,13.559322033898306,0.25559639700214526,3.912418217662148,106,1226.7184330188782,1096.183125000025
A172_Phase_B7_1_01d00h00m_1,A172,0.08125,12.307692307692307,0.23225195852685818,4.305668750192079,-1,-1.0,-1.0
A172_Phase_B7_1_01d00h00m_2,A172,0.06875,14.545454545454545,0.24768224491537766,4.037431105898031,-1,-1.0,-1.0
A172_Phase_B7_1_01d00h00m_3,A172,0.15375,6.504065040650406,0.25068900019716117,3.989006295503683,-1,-1.0,-1.0
A172_Phase_B7_1_01d00h00m_4,A172,0.09875,10.126582278481012,0.24771936571909844,4.036826095921587,-1,-1.0,-1.0
A172_Phase_B7_1_01d04h00m_1,A172,0.11625,8.602150537634408,0.251168285676763,3.9813943759083257,151,1092.4458278146105,949.5298000000184
A172_Phase_B7_1_01d04h00m_2,A172,0.061250000000000006,16.326530612244895,0.24410502050636548,4.096597431407287,-1,-1.0,-1.0
A172_Phase_B7_1_01d04h00m_3,A172,0.08374999999999999,11.940298507462687,0.2376921431999634,4.20712265259323,-1,-1.0,-1.0
A172_Phase_B7_1_01d04h00m_4,A172,0.09624999999999999,10.389610389610391,0.21967219980306285,4.5522373832305805,-1,-1.0,-1.0
A172_Phase_B7_1_01d08h00m_1,A172,0.09375,10.666666666666666,0.23817409463806943,4.198609431137358,-1,-1.0,-1.0
A172_Phase_B7_1_01d08h00m_2,A172,0.07125,14.035087719298247,0.2498361697234084,4.002623003334913,133,1187.65270977439,1125.39824999962
A172_Phase_B7_1_01d08h00m_3,A172,0.11375000000000002,8.79120879120879,0.25090348056221967,3.9855963646228396,-1,-1.0,-1.0
A172_Phase_B7_1_01d08h00m_4,A172,0.07125,14.035087719298247,0.25209113879305073,3.9668193209319047,-1,-1.0,-1.0
A172_Phase_B7_1_01d12h00m_1,A172,0.10875,9.195402298850574,0.23633424711615664,4.231295346325778,-1,-1.0,-1.0
A172_Phase_B7_1_01d12h00m_2,A172,0.09125000000000001,10.95890410958904,0.24068022000582312,4.154890667690953,142,1305.3146595070307,1283.5797000000166
A172_Phase_B7_1_01d12h00m_3,A172,0.11625,8.602150537634408,0.24176965612975235,4.136168351347294,-1,-1.0,-1.0
A172_Phase_B7_1_01d12h00m_4,A172,0.27625,3.6199095022624435,0.26555295181125627,3.7657272991292428,-1,-1.0,-1.0
A172_Phase_B7_1_01d16h00m_1,A172,0.061250000000000006,16.326530612244895,0.23725862350696358,4.214809920157232,-1,-1.0,-1.0
A172_Phase_B7_1_01d16h00m_2,A172,0.06875,14.545454545454545,0.22972017844485287,4.3531221626665335,170,1203.6807961765019,1169.3017750000581
A172_Phase_B7_1_01d16h00m_3,A172,0.05625,17.77777777777778,0.23805667409383685,4.200680379184922,-1,-1.0,-1.0
A172_Phase_B7_1_01d16h00m_4,A172,0.11625,8.602150537634408,0.2506223461030399,3.990067188936392,-1,-1.0,-1.0
A172_Phase_B7_1_01d20h00m_1,A172,0.11375000000000002,8.79120879120879,0.2388692991413613,4.186389810639527,-1,-1.0,-1.0
