well_id,cell_line,filename,time_h,centroid,bandwidth,total_power,low_power,high_power,centroid_rate
A172_Phase_A7,A172,A172_Phase_A7_1_00d12h00m_3,12.0,131.88472500565936,67.71246122542405,11.994711461548665,0.20777639645954055,0.23089258570771573,-4.673807455861237
A172_Phase_A7,A172,A172_Phase_A7_1_00d12h00m_4,12.0,136.44161437535948,67.5476342110473,12.103194877344897,0.1653867770589948,0.2483058990944104,4.556889369700116
A172_Phase_A7,A172,A172_Phase_A7_2_00d12h00m_1,12.0,140.64461444469734,67.80225872894079,11.96900599545701,0.18056663645143692,0.26890680957458213,4.203000069337861
A172_Phase_A7,A172,A172_Phase_A7_2_00d12h00m_2,12.0,135.45022662901934,67.25541259250235,12.07467050357132,0.16990312921684322,0.23732962159104637,-5.194387815677999
A172_Phase_A7,A172,A172_Phase_A7_2_00d12h00m_3,12.0,139.21190045202553,72.58274271773881,11.988831244894872,0.21540901212589758,0.2870635626119926,3.7616738230061912
A172_Phase_A7,A172,A172_Phase_A7_2_00d12h00m_4,12.0,134.17265665451595,72.3606869688416,11.80311014902036,0.23507159958192916,0.26409443875532373,-5.0392437975095845
A172_Phase_A7,A172,A172_Phase_A7_1_00d16h00m_1,16.0,141.29713346692148,67.43525996939695,11.833899408904704,0.15660679074971778,0.2765272606395889,7.124476812405533
A172_Phase_A7,A172,A172_Phase_A7_1_00d16h00m_2,16.0,133.17078029671055,65.7854529918938,12.129121972347544,0.15864659060994551,0.21308294989665602,-8.126353170210933
A172_Phase_A7,A172,A172_Phase_A7_1_00d16h00m_3,16.0,136.74990781980608,69.14058088105729,11.953209645943835,0.19863014884970293,0.25195797876994175,3.5791275230955364
A172_Phase_A7,A172,A172_Phase_A7_1_00d16h00m_4,16.0,139.8827723575807,68.01132977304567,12.129962398224526,0.1618042160271887,0.2716078466087459,3.1328645377746227
A172_Phase_A7,A172,A172_Phase_A7_2_00d16h00m_1,16.0,138.85695866243037,66.9245996379719,12.021876828832577,0.14526532459432623,0.2589425563072352,-1.0258136951503332
A172_Phase_A7,A172,A172_Phase_A7_2_00d16h00m_2,16.0,137.46146677341082,69.08092412430727,11.93042964698015,0.18794518720644704,0.25795606375410635,-1.395491889019553
A172_Phase_A7,A172,A172_Phase_A7_2_00d16h00m_3,16.0,136.66146307376582,70.92745976605192,12.054196785222636,0.19006568245370842,0.25925172789002815,-0.8000036996450035
A172_Phase_A7,A172,A172_Phase_A7_2_00d16h00m_4,16.0,133.45556541125697,72.96732565016293,11.790707762660062,0.23647671400416756,0.26820415871620773,-3.2058976625088462
A172_Phase_A7,A172,A172_Phase_A7_1_00d20h00m_1,20.0,138.91398752848633,68.46926924225075,11.880194167367618,0.15771975816997158,0.26528228649185315,5.458422117229361
A172_Phase_A7,A172,A172_Phase_A7_1_00d20h00m_2,20.0,139.81957777923708,69.61856422847139,12.000617048066834,0.18313499983365097,0.2760652923816854,0.9055902507507483
A172_Phase_A7,A172,A172_Phase_A7_1_00d20h00m_3,20.0,137.009665450159,68.98356547083633,12.025544230347327,0.18981686916843282,0.24961074858780347,-2.809912329078088
A172_Phase_A7,A172,A172_Phase_A7_1_00d20h00m_4,20.0,137.26534066384542,67.41517116480756,12.092895216619787,0.1486491904369461,0.25185351033541714,0.2556752136864304
A172_Phase_A7,A172,A172_Phase_A7_2_00d20h00m_1,20.0,145.28702862437456,67.21769771528552,11.972654030441422,0.1459115810023443,0.2888550967296715,8.021687960529135
A172_Phase_A7,A172,A172_Phase_A7_2_00d20h00m_2,20.0,138.2460915462893,67.32562632137757,11.97837976835329,0.17649649702392875,0.24847503062701773,-7.04093707808525
A172_Phase_A7,A172,A172_Phase_A7_2_00d20h00m_3,20.0,135.58489541943365,69.91686978200865,12.128079029675035,0.20262593065008927,0.2529243961444984,-2.661196126855657
A172_Phase_A7,A172,A172_Phase_A7_2_00d20h00m_4,20.0,140.54641665158996,70.26647671357367,11.900617340697448,0.1748516996180215,0.27869411920592707,4.961521232156315
A172_Phase_A7,A172,A172_Phase_A7_1_01d00h00m_1,24.0,139.05573949337258,68.56184797505385,11.91307065553783,0.16769975634055373,0.26143596856113316,-1.4906771582173803
A172_Phase_A7,A172,A172_Phase_A7_1_01d00h00m_2,24.0,137.79214810003435,69.50482400976556,12.159699444042559,0.17375494052197288,0.25943536882792106,-1.2635913933382312
A172_Phase_A7,A172,A172_Phase_A7_1_01d00h00m_3,24.0,139.48332123788123,67.56476809402669,12.093539223644674,0.1650918387295825,0.2554150116577487,1.6911731378468744
A172_Phase_A7,A172,A172_Phase_A7_1_01d00h00m_4,24.0,138.81602550588408,67.85216525744937,12.171272050431908,0.14650433481167138,0.25997226949922003,-0.6672957319971431
A172_Phase_A7,A172,A172_Phase_A7_2_01d00h00m_1,24.0,137.91311908908904,67.04556544765828,12.229810878090621,0.13455197762054788,0.26472025797679866,-0.902906416795048
A172_Phase_A7,A172,A172_Phase_A7_2_01d00h00m_2,24.0,139.82241639380402,68.48240180959245,12.07739417095112,0.16562248959759546,0.26537278501428824,1.9092973047149826
A172_Phase_A7,A172,A172_Phase_A7_2_01d00h00m_3,24.0,138.79240549487477,66.98048642763943,12.329947480683202,0.16421187007865473,0.24934440295675273,-1.0300108989292482
A172_Phase_A7,A172,A172_Phase_A7_2_01d00h00m_4,24.0,136.25242754195628,69.77599184975415,12.036817615528397,0.19416430018675457,0.25476049967360526,-2.539977952918491
A172_Phase_A7,A172,A172_Phase_A7_1_01d04h00m_1,28.0,136.16496464171342,66.54699959065822,11.943197793112768,0.17223203038179768,0.24346160452558668,-0.08746290024285486
A172_Phase_A7,A172,A172_Phase_A7_1_01d04h00m_2,28.0,140.8508473737773,70.12604103786195,12.16810731875813,0.16740332863079335,0.28147591011069667,4.685882732063874
A172_Phase_A7,A172,A172_Phase_A7_1_01d04h00m_3,28.0,134.12996057941214,68.11054228900643,12.105558139773066,0.19724277688325165,0.22831371546202223,-6.720886794365157
A172_Phase_A7,A172,A172_Phase_A7_1_01d04h00m_4,28.0,136.36388529342162,67.8962851872883,12.12298456543546,0.16327808125292356,0.24987346742018132,2.2339247140094756
A172_Phase_A7,A172,A172_Phase_A7_2_01d04h00m_1,28.0,143.75504892539826,69.21642713117636,12.190920512921064,0.17312540749712493,0.29733252184435954,7.391163631976639
A172_Phase_A7,A172,A172_Phase_A7_2_01d04h00m_2,28.0,138.66971568362607,70.30199593526852,12.045464660174499,0.19040768215289652,0.27326183962757683,-5.08533324177219
A172_Phase_A7,A172,A172_Phase_A7_2_01d04h00m_3,28.0,139.2559457590193,69.86238224386891,12.253344686990824,0.1934834719994272,0.27012573234781134,0.5862300753932459
A172_Phase_A7,A172,A172_Phase_A7_2_01d04h00m_4,28.0,134.9349676403506,71.32216167346448,12.081887260801023,0.2121666791164925,0.2598998595006681,-4.320978118668705
A172_Phase_A7,A172,A172_Phase_A7_1_01d08h00m_1,32.0,127.30267723032716,69.33003626611632,12.075199220847688,0.19433391833349165,0.20793415575500265,-7.632290410023444
A172_Phase_A7,A172,A172_Phase_A7_1_01d08h00m_2,32.0,140.90638317939334,68.2396527803208,12.174639203786157,0.15392567257100628,0.26486987158711645,13.603705949066182
A172_Phase_A7,A172,A172_Phase_A7_1_01d08h00m_3,32.0,145.96682329934055,66.60898844871747,12.210147834792274,0.15018246095518087,0.27957228945811585,5.060440119947202
A172_Phase_A7,A172,A172_Phase_A7_1_01d08h00m_4,32.0,138.0704866534388,68.98514981931672,12.173589292768867,0.1771388513359457,0.25932607269430247,-7.896336645901755
A172_Phase_A7,A172,A172_Phase_A7_2_01d08h00m_1,32.0,133.9907311316959,66.70134242367108,12.181048539352929,0.1864622510968598,0.22907123200172774,-4.0797555217428965
A172_Phase_A7,A172,A172_Phase_A7_2_01d08h00m_2,32.0,132.62114145342002,69.06275442320164,12.079990948021013,0.21114142331643238,0.23707524117978532,-1.3695896782758723
A172_Phase_A7,A172,A172_Phase_A7_2_01d08h00m_3,32.0,142.28544640050745,70.38860706154584,12.16958130904281,0.18498759984232285,0.29182922116742677,9.66430494708743
A172_Phase_A7,A172,A172_Phase_A7_2_01d08h00m_4,32.0,132.5530288492391,66.97374544004249,12.101177351543223,0.19229415962329874,0.23128645895333333,-9.732417551268355
A172_Phase_A7,A172,A172_Phase_A7_1_01d12h00m_1,36.0,140.2984334001851,68.5064289438414,12.079297413729451,0.1719724635546569,0.26456527771717836,7.745404550946006
A172_Phase_A7,A172,A172_Phase_A7_1_01d12h00m_2,36.0,143.44151461773944,67.39425260716678,12.190860951105122,0.15460398949374485,0.2738958975294316,3.1430812175543394
A172_Phase_A7,A172,A172_Phase_A7_1_01d12h00m_3,36.0,142.93464090559448,66.40347503580422,12.195377509899044,0.15837631462741586,0.2608427748321778,-0.5068737121449658
A172_Phase_A7,A172,A172_Phase_A7_1_01d12h00m_4,36.0,138.7007323952874,67.95902115487762,12.289519091860607,0.16689406741315793,0.26134241384082174,-4.233908510307089
A172_Phase_A7,A172,A172_Phase_A7_2_01d12h00m_1,36.0,144.90853085901742,66.44479642004639,12.212785574141293,0.14101370652506895,0.28757362517281143,6.207798463730029
A172_Phase_A7,A172,A172_Phase_A7_2_01d12h00m_2,36.0,134.51173973279927,69.4849600823834,12.029582152597305,0.20510538459765523,0.2494987529854235,-10.396791126218147
A172_Phase_A7,A172,A172_Phase_A7_2_01d12h00m_3,36.0,134.88736897910297,69.31179846091592,12.214731602124921,0.20855417100212473,0.24851753072939886,0.37562924630370276
A172_Phase_A7,A172,A172_Phase_A7_2_01d12h00m_4,36.0,136.5273674544108,69.76167539132453,12.060464000319683,0.2085822961451061,0.25460568540889317,1.6399984753078343
A172_Phase_A7,A172,A172_Phase_A7_1_01d16h00m_1,40.0,142.41870807588384,67.98949090522167,12.133442063066536,0.16559392664383868,0.2824619220531147,5.891340621473034
A172_Phase_A7,A172,A172_Phase_A7_1_01d16h00m_2,40.0,133.7545646753955,68.34870556609252,12.240179310957458,0.1991860691523223,0.2405710017139233,-8.664143400488342
A172_Phase_A7,A172,A172_Phase_A7_1_01d16h00m_3,40.0,138.67221222560022,67.19154624830949,12.190955666028167,0.17694997955024477,0.2438694530219294,4.91764755020472
A172_Phase_A7,A172,A172_Phase_A7_1_01d16h00m_4,40.0,141.94128770474995,67.73826722609526,12.238871411745306,0.14616098734422123,0.2727193746979638,3.269075479149734
A172_Phase_A7,A172,A172_Phase_A7_2_01d16h00m_1,40.0,144.09321947918707,67.58034461444782,12.247988496972884,0.15348476924448176,0.2848233769414915,2.1519317744371165
A172_Phase_A7,A172,A172_Phase_A7_2_01d16h00m_2,40.0,137.38140950337203,68.64882301287905,12.061030229153717,0.181876432460084,0.2563908400917173,-6.711809975815044
A172_Phase_A7,A172,A172_Phase_A7_2_01d16h00m_3,40.0,139.72896720087468,66.2788314528118,12.385158120751335,0.14548893262303092,0.2599237123522697,2.3475576975026513
A172_Phase_A7,A172,A172_Phase_A7_2_01d16h00m_4,40.0,138.57583844188926,71.97514157195897,12.092796298869626,0.21299234242412754,0.28153260549223386,-1.1531287589854173
A172_Phase_A7,A172,A172_Phase_A7_1_01d20h00m_1,44.0,140.4336004316355,68.03119748298934,12.188927206822665,0.17466304592794615,0.26848518753382977,1.8577619897462512
A172_Phase_A7,A172,A172_Phase_A7_1_01d20h00m_2,44.0,140.60734248042363,66.55731243362033,12.25121790627807,0.1534802607034974,0.2571281829112446,0.17374204878811383
A172_Phase_A7,A172,A172_Phase_A7_1_01d20h00m_3,44.0,140.43083966880374,65.18545103398127,12.189841525236746,0.1542896816758715,0.24730591774309021,-0.17650281161988346
A172_Phase_A7,A172,A172_Phase_A7_1_01d20h00m_4,44.0,142.2656319982365,66.54633057788526,12.265025424254668,0.1323926872353265,0.275531120848895,1.8347923294327586
A172_Phase_A7,A172,A172_Phase_A7_2_01d20h00m_1,44.0,136.5909863974836,68.30548050168,12.287779311158836,0.17526373886939492,0.25406315486370185,-5.6746456007529105
A172_Phase_A7,A172,A172_Phase_A7_2_01d20h00m_2,44.0,140.50513070297802,70.48725726666133,12.068749487601442,0.18701047886274197,0.27950042578780604,3.914144305494432
A172_Phase_A7,A172,A172_Phase_A7_2_01d20h00m_3,44.0,138.78090116425622,68.49039440568464,12.373652963404412,0.18338670262398968,0.2604716259556893,-1.7242295387218007
A172_Phase_A7,A172,A172_Phase_A7_2_01d20h00m_4,44.0,138.9232220507434,68.89435631470785,12.208710605981253,0.18159526806505646,0.2627122475606078,0.14232088648716967
A172_Phase_A7,A172,A172_Phase_A7_1_02d00h00m_1,48.0,138.96605666519272,66.18282058910587,12.327108161103368,0.14077930458146198,0.25649690219958066,0.04283461444933323
A172_Phase_A7,A172,A172_Phase_A7_1_02d00h00m_2,48.0,142.73884561955484,70.38695485439506,12.158135429940025,0.1929485317562223,0.29464983828612284,3.772788954362113
A172_Phase_A7,A172,A172_Phase_A7_1_02d00h00m_3,48.0,143.27295995238455,67.30403991090671,12.293282267276016,0.15540961645831322,0.2764048848504115,0.5341143328297164
A172_Phase_A7,A172,A172_Phase_A7_1_02d00h00m_4,48.0,146.13696371139628,69.50112546404785,12.247380225957361,0.161017500063055,0.3012349721996516,2.864003759011723
A172_Phase_A7,A172,A172_Phase_A7_2_02d00h00m_1,48.0,143.09336813499698,67.60992835134518,12.230013699928097,0.15920728472089787,0.27820886487075347,-3.043595576399298
A172_Phase_A7,A172,A172_Phase_A7_2_02d00h00m_2,48.0,138.93564336083992,68.66106745115472,12.18458538204107,0.18468683718218595,0.2694801854209507,-4.15772477415706
A172_Phase_A7,A172,A172_Phase_A7_2_02d00h00m_3,48.0,141.80741942756848,69.360112654358,12.359628677069004,0.17636337610273362,0.28268467935281977,2.8717760667285575
A172_Phase_A7,A172,A172_Phase_A7_2_02d00h00m_4,48.0,139.75930310352223,64.87815488712829,12.357520189706978,0.12853851359681515,0.24681204956913952,-2.048116324046248
A172_Phase_A7,A172,A172_Phase_A7_1_02d04h00m_1,52.0,139.3502651097625,68.00231346335364,12.150050742619465,0.18435287198418357,0.26006778499022365,-0.40903799375973904
A172_Phase_A7,A172,A172_Phase_A7_1_02d04h00m_2,52.0,140.46628415196201,69.98341876297988,12.168915674366742,0.1928159630735204,0.2800788869662856,1.1160190421995253
A172_Phase_A7,A172,A172_Phase_A7_1_02d04h00m_3,52.0,140.42592367786887,64.90410964797174,12.230680608264127,0.15041808902058587,0.24598333475295103,-0.04036047409314847
A172_Phase_A7,A172,A172_Phase_A7_1_02d04h00m_4,52.0,142.32693720989562,69.44995973193117,12.260670656602041,0.16893084357743302,0.28099121535008953,1.9010135320267523
A172_Phase_A7,A172,A172_Phase_A7_2_02d04h00m_1,52.0,135.85396556026916,69.506898654713,12.150035147057983,0.1850360913081028,0.2590937886093976,-6.472971649626459
A172_Phase_A7,A172,A172_Phase_A7_2_02d04h00m_2,52.0,138.277563054311,67.72742051607116,12.134728654269004,0.14785043208177973,0.25841130277345015,2.423597494041843
A172_Phase_A7,A172,A172_Phase_A7_2_02d04h00m_3,52.0,137.92715765621796,70.03621768925731,12.23707286797188,0.19293568889198437,0.2772184185015948,-0.35040539809304505
A172_Phase_A7,A172,A172_Phase_A7_2_02d04h00m_4,52.0,144.1379229796006,68.48756589291729,12.196657546821163,0.16185458549001855,0.2902595100162142,6.210765323382645
A172_Phase_A7,A172,A172_Phase_A7_1_02d08h00m_1,56.0,141.72675685656756,68.93753581624658,12.159209082493001,0.1761534401560815,0.2874470148491587,-2.4111661230330412
A172_Phase_A7,A172,A172_Phase_A7_1_02d08h00m_2,56.0,144.9658327565033,69.99468495722297,12.237166630010725,0.17800129993338082,0.3030727158080449,3.2390758999357274
A172_Phase_A7,A172,A172_Phase_A7_1_02d08h00m_3,56.0,139.27076992933857,67.6132999179937,12.297621035815586,0.1779122418927678,0.26308271356825835,-5.695062827164719
A172_Phase_A7,A172,A172_Phase_A7_1_02d08h00m_4,56.0,141.96410699855758,65.8536225448752,12.4147045012763,0.14893121721402022,0.262196974921779,2.6933370692190124
A172_Phase_A7,A172,A172_Phase_A7_2_02d08h00m_1,56.0,137.76168820505728,68.694997272987,12.225955156798593,0.175117454789307,0.2576652689001695,-4.2024187935003
A172_Phase_A7,A172,A172_Phase_A7_2_02d08h00m_2,56.0,139.58295513144634,70.2690606859928,12.121093367817682,0.19643656673320264,0.2790807119562125,1.8212669263890575
A172_Phase_A7,A172,A172_Phase_A7_2_02d08h00m_3,56.0,138.23694611359758,70.76039027163947,12.291352499303041,0.20841011667144985,0.2757569049165692,-1.3460090178487576
A172_Phase_A7,A172,A172_Phase_A7_2_02d08h00m_4,56.0,137.55902123103482,64.86712023798289,12.270857745650366,0.13905982030535508,0.23437640791922423,-0.6779248825627633
A172_Phase_A7,A172,A172_Phase_A7_1_02d12h00m_1,60.0,142.89199317074454,69.40042657791591,12.103714902258735,0.1748208059237603,0.29079499757749,5.332971939709722
A172_Phase_A7,A172,A172_Phase_A7_1_02d12h00m_2,60.0,144.09206984830612,69.65999038873505,12.228241743099181,0.17144175514654397,0.29903797535146415,1.200076677561583
A172_Phase_A7,A172,A172_Phase_A7_1_02d12h00m_3,60.0,142.28948917883048,68.72545061195598,12.161609611350439,0.16998913818242986,0.2773548746423697,-1.8025806694756454
A172_Phase_A7,A172,A172_Phase_A7_1_02d12h00m_4,60.0,145.81711664930427,70.33242425393375,12.3821368965271,0.15949858987826732,0.31098376752510426,3.5276274704737887
A172_Phase_A7,A172,A172_Phase_A7_2_02d12h00m_1,60.0,139.44914352275205,66.61688617770638,12.259776238271625,0.15622934957951445,0.24750031840469391,-6.367973126552215
A172_Phase_A7,A172,A172_Phase_A7_2_02d12h00m_2,60.0,138.49940600299587,70.29481062448195,12.180200685792915,0.20073814904667647,0.2748141310152871,-0.9497375197561837
A172_Phase_A7,A172,A172_Phase_A7_2_02d12h00m_3,60.0,142.051318768357,69.76234305542171,12.289262127014288,0.1708094630970651,0.28991723571855066,3.5519127653611235
A172_Phase_A7,A172,A172_Phase_A7_2_02d12h00m_4,60.0,143.0147332268708,66.70090579180342,12.255697559217898,0.1422198065891535,0.28031448984542107,0.963414458513796
A172_Phase_A7,A172,A172_Phase_A7_1_02d16h00m_1,64.0,138.68176278042807,69.40937685343418,12.107891005965191,0.18454821858954437,0.2704841717175243,-4.332970446442715
A172_Phase_A7,A172,A172_Phase_A7_1_02d16h00m_2,64.0,142.84478443716213,68.6696151504514,12.257818181202367,0.1619199436408029,0.2828617712740567,4.16302165673406
A172_Phase_A7,A172,A172_Phase_A7_1_02d16h00m_3,64.0,142.99788138527987,65.29422250602414,12.23682407966787,0.13052006056906423,0.26609192187983727,0.1530969481177351
A172_Phase_A7,A172,A172_Phase_A7_1_02d16h00m_4,64.0,148.04273017628026,68.54510669956936,12.363035261359846,0.14992961708610733,0.31001432180063415,5.0448487910003905
A172_Phase_A7,A172,A172_Phase_A7_2_02d16h00m_1,64.0,145.38273189649811,69.66605299564269,12.297651621480219,0.15870720707812483,0.3044522916898626,-2.659998279782144
A172_Phase_A7,A172,A172_Phase_A7_2_02d16h00m_2,64.0,138.478394005949,69.05123668302645,12.249285094013397,0.18859918223506741,0.26652994331910845,-6.904337890549101
A172_Phase_A7,A172,A172_Phase_A7_2_02d16h00m_3,64.0,141.71584755627617,69.59851239803452,12.355611364467284,0.1647126224763014,0.28249393512776827,3.23745355032716
A172_Phase_A7,A172,A172_Phase_A7_2_02d16h00m_4,64.0,142.798947397655,68.87734040891793,12.227020817384048,0.1694098375359145,0.2927157462812385,1.0830998413788393
A172_Phase_A7,A172,A172_Phase_A7_1_02d20h00m_1,68.0,138.19412626405477,67.62430077059688,12.195325637034378,0.17644264462653841,0.25829883378017315,-4.60482113360024
A172_Phase_A7,A172,A172_Phase_A7_1_02d20h00m_2,68.0,143.7423249978188,70.76663289239242,12.199219367876442,0.1815924086336118,0.3062600108291966,5.548198733764025
A172_Phase_A7,A172,A172_Phase_A7_1_02d20h00m_3,68.0,144.08445413566614,66.65126854000562,12.313086487820703,0.15284473567854615,0.2701814595987816,0.342129137847337
A172_Phase_A7,A172,A172_Phase_A7_1_02d20h00m_4,68.0,146.88374241681842,68.28236618097331,12.324689533248169,0.14500445655832434,0.3054384408405177,2.799288281152286
A172_Phase_A7,A172,A172_Phase_A7_2_02d20h00m_1,68.0,149.17755321158722,66.86752776341547,12.352222575985621,0.13082864607996297,0.305816958619517,2.2938107947688025
A172_Phase_A7,A172,A172_Phase_A7_2_02d20h00m_2,68.0,141.57077609646086,67.14284131033449,12.223047692776314,0.14654829501886857,0.27371176208880305,-7.606777115126363
A172_Phase_A7,A172,A172_Phase_A7_2_02d20h00m_3,68.0,143.0150965004527,66.18637015258938,12.436309063941568,0.1398490399223826,0.27621824524212485,1.4443204039918385
A172_Phase_A7,A172,A172_Phase_A7_2_02d20h00m_4,68.0,140.37659322043024,67.5784984046537,12.283413741653423,0.16014855873942724,0.2734467446458025,-2.638503280022462
A172_Phase_A7,A172,A172_Phase_A7_1_03d00h00m_1,72.0,139.3201340840332,68.4105489677223,12.114585088060666,0.18429495508234514,0.2630348352094722,-1.0564591363970237
A172_Phase_A7,A172,A172_Phase_A7_1_03d00h00m_2,72.0,145.645649279001,70.43996547239654,12.26701513493185,0.16226334357254818,0.31441890599966243,6.325515194967778
A172_Phase_A7,A172,A172_Phase_A7_1_03d00h00m_3,72.0,141.0112517525618,64.27995375840936,12.336940010117672,0.13090075937631124,0.24750017427246507,-4.634397526439187
A172_Phase_A7,A172,A172_Phase_A7_1_03d00h00m_4,72.0,150.4714170224387,68.68179897561825,12.340271955230548,0.14680187103394818,0.3214864942824981,9.460165269876882
A172_Phase_A7,A172,A172_Phase_A7_2_03d00h00m_1,72.0,145.5160086096539,66.88061609031757,12.374405970323608,0.1382628404138611,0.2859677106705177,-4.955408412784777
A172_Phase_A7,A172,A172_Phase_A7_2_03d00h00m_2,72.0,142.711411912987,68.79575811142718,12.260536960834077,0.16093131964476365,0.283501074192269,-2.80459669666692
A172_Phase_A7,A172,A172_Phase_A7_2_03d00h00m_3,72.0,142.542717205613,68.32043632865413,12.421222613846407,0.1665116444610499,0.2867515698874508,-0.16869470737398728
A172_Phase_A7,A172,A172_Phase_A7_2_03d00h00m_4,72.0,142.13298475506838,68.78805436629186,12.365731037253026,0.16717557054136672,0.28501762961560906,-0.4097324505446238
A172_Phase_B7,A172,A172_Phase_B7_1_00d00h00m_1,0.0,123.7319613035588,63.44958319511322,12.16364160462582,0.17756175631883983,0.1808935678804533,0.0
A172_Phase_B7,A172,A172_Phase_B7_1_00d00h00m_2,0.0,126.78114313188506,62.90329625194103,11.976144694551024,0.16375869152257236,0.1899889693757049,3.0491818283262546
A172_Phase_B7,A172,A172_Phase_B7_1_00d00h00m_3,0.0,124.93799892937564,63.6513650540863,12.087593555292395,0.19013082561088998,0.1870407463403579,-1.8431442025094213
A172_Phase_B7,A172,A172_Phase_B7_1_00d00h00m_4,0.0,126.16211636770399,66.01255760561865,12.117532498158619,0.18829448985424918,0.2130508033891536,1.2241174383283493
