filename,cell_line,quality,degradation,annotated,psnr,original_path
A172_Phase_A7_1_01d04h00m_1,A172,low,shading_0.3,True,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d04h00m_1.tif
A172_Phase_A7_1_01d04h00m_1,A172,low,shading_0.7,True,11.44,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d04h00m_1.tif
A172_Phase_A7_1_01d04h00m_1,A172,low,jpeg_70,True,36.52,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d04h00m_1.tif
A172_Phase_A7_1_01d04h00m_1,A172,low,jpeg_30,True,33.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d04h00m_1.tif
A172_Phase_A7_1_01d04h00m_1,A172,low,combined_mild,True,21.64,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d04h00m_1.tif
A172_Phase_A7_1_01d04h00m_1,A172,low,combined_severe,True,13.97,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d04h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,noise_25,True,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,noise_50,True,14.25,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,noise_100,True,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,motion_blur_5,True,30.71,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,motion_blur_11,True,30.39,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,defocus_2,True,30.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,defocus_8,True,30.33,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,shading_0.3,True,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,shading_0.7,True,11.44,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,jpeg_70,True,35.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,jpeg_30,True,33.03,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,combined_mild,True,21.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d08h00m_1,A172,low,combined_severe,True,14.0,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d08h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,noise_50,True,14.24,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,noise_100,True,9.86,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,motion_blur_5,True,30.8,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,motion_blur_11,True,30.47,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,defocus_2,True,30.99,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,defocus_8,True,30.42,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,shading_0.3,True,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,shading_0.7,True,11.43,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,jpeg_70,True,35.97,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,jpeg_30,True,33.02,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,combined_mild,True,21.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d12h00m_1,A172,low,combined_severe,True,13.97,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d12h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,noise_50,True,14.25,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,noise_100,True,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,motion_blur_5,True,30.51,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,motion_blur_11,True,30.2,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,defocus_2,True,30.72,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,defocus_8,True,30.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,shading_0.3,True,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,shading_0.7,True,11.43,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,jpeg_70,True,35.52,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,jpeg_30,True,32.65,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,combined_mild,True,21.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d16h00m_1,A172,low,combined_severe,True,14.0,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d16h00m_1.tif
A172_Phase_A7_1_01d20h00m_2,A172,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,noise_50,True,14.25,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,noise_100,True,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,motion_blur_5,True,28.67,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,motion_blur_11,True,28.28,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,defocus_2,True,28.86,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,defocus_8,True,28.24,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,shading_0.3,True,18.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,shading_0.7,True,11.46,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,jpeg_70,True,34.4,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,jpeg_30,True,31.33,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,combined_mild,True,21.43,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
A172_Phase_A7_1_01d20h00m_2,A172,low,combined_severe,True,13.94,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_2.tif
